row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,2.624.887,2.054.657,2624887.0,2054657.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,1.376.983,1.238.005,1376983.0,1238005.0
"Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",1.161.864,759.414,1161864.0,759414.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,86.040,57.238,86040.0,57238.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,13.689.580,7.186.697,13689580.0,7186697.0
Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,8.636.682,3.861.913,8636682.0,3861913.0
Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,1.101.806,845.133,1101806.0,845133.0
Thuế và các khoản phải trả Nhà nước,Thuế và các khoản phải trả Nhà nước,Thuế và các khoản phải trả Nhà nước,334.773,540.819,334773.0,540819.0
Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,582.587,450.122,582587.0,450122.0
Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,921.272,373.925,921272.0,373925.0
Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,630.040,354.108,630040.0,354108.0
Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,299.745,161.291,299745.0,161291.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,134.884,130.073,134884.0,130073.0
Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,591.600,124.696,591600.0,124696.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,82.633,78.391,82633.0,78391.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,84.735,31.451,84735.0,31451.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,8.751,8.840,8751.0,8840.0
Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),4.039,4.039,4039.0,4039.0
Khác,Khác,Khác,276.033,221.896,276033.0,221896.0
,,,16.314.467,9.241.354,16314467.0,9241354.0
