row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ánh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất,numeric__Thay đổi tỷ giá,numeric__Ánh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất
,,,Thay đổi tỷ giá,Triệu đồng,,
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,,
EUR,Tại ngày 31 tháng 12 năm 2021 > EUR,EUR,"+2,00%",116,0.02,116.0
EUR,Tại ngày 31 tháng 12 năm 2021 > EUR,EUR,"-2,00%",(116),-0.02,-116.0
USD,Tại ngày 31 tháng 12 năm 2021 > USD,USD,"+2,00%",2.957,0.02,2957.0
USD,Tại ngày 31 tháng 12 năm 2021 > USD,USD,"-2,00%",(2.957),-0.02,-2957.0
SJC,Tại ngày 31 tháng 12 năm 2021 > SJC,SJC,"+5,00%",30.364,0.05,30364.0
SJC,Tại ngày 31 tháng 12 năm 2021 > SJC,SJC,"-5,00%",(30.364),-0.05,-30364.0
