row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trén 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc và đá quý","Tài sản > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",-,-,8.222.365,-,-,-,-,8.222.365,,,8222365.0,,,,,8222365.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,12.169.867,-,-,-,-,12.169.867,,,12169867.0,,,,,12169867.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,7.739.824,290.186,323.569,-,-,8.353.579,,,7739824.0,290186.0,323569.0,,,8353579.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,5.721.140,1.606.388,22.081.079,55.970.270,152.751.757,60.548.498,89.250.464,387.929.596,5721140.0,1606388.0,22081079.0,55970270.0,152751757.0,60548498.0,89250464.0,387929596.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,-,285.967,285.967,,,,,,,285967.0,285967.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,31.172.550,5.580,1.250.007,26.650.159,16.620.138,75.698.434,,,31172550.0,5580.0,1250007.0,26650159.0,16620138.0,75698434.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,97.014,97.014,,,,,,,97014.0,97014.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,31,1.095,24.361,1.003.340,7.166.449,8.195.276,,,31.0,1095.0,24361.0,1003340.0,7166449.0,8195276.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,2.085.422,7.134,16.608.249,1.490.872,3.351.336,7.000.590,5.751.871,36.295.474,2085422.0,7134.0,16608249.0,1490872.0,3351336.0,7000590.0,5751871.0,36295474.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,7.806.562,1.613.522,97.993.965,57.758.003,157.701.030,95.202.587,119.171.903,537.247.572,7806562.0,1613522.0,97993965.0,57758003.0,157701030.0,95202587.0,119171903.0,537247572.0
