row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ phải trả > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,452.851,11.298,33.891,24.682,23,522.745,,,452851.0,11298.0,33891.0,24682.0,23.0,522745.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,6.188.400,4.105.272,2.867.818,2.065.559,2.050,15.229.099,,,6188400.0,4105272.0,2867818.0,2065559.0,2050.0,15229099.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,187.849.275,77.241.879,148.558.656,13.710.685,26.277,427.386.772,,,187849275.0,77241879.0,148558656.0,13710685.0,26277.0,427386772.0
Các công cụ tài chính phải sinh vàcác nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh vàcác nợ tài chính khác,Các công cụ tài chính phải sinh vàcác nợ tài chính khác,-,-,108.003,-,-,-,-,108.003,,,108003.0,,,,,108003.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",-,-,-,-,-,50.669,228.271,278.940,,,,,,50669.0,228271.0,278940.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,80.036,518.379,4.552.891,11.968.020,3.984.453,21.103.779,,,80036.0,518379.0,4552891.0,11968020.0,3984453.0,21103779.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,15.011.167,2.200.169,4.730.242,271.784,13.087,22.226.449,,,15011167.0,2200169.0,4730242.0,271784.0,13087.0,22226449.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,209.689.732,84.076.997,160.743.498,28.091.399,4.254.161,486.855.787,,,209689732.0,84076997.0,160743498.0,28091399.0,4254161.0,486855787.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,7.806.562,1.613.522,(111.695.767),(26.318.994),(3.042.468),67.111.188,114.917.742,50.391.785,7806562.0,1613522.0,-111695767.0,-26318994.0,-3042468.0,67111188.0,114917742.0,50391785.0
