row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023VND,Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2023VND,numeric__Ngày 31 tháng 12năm 2022VND
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,,
"Chi phí bảo hiểm, chi phí CNTT","Chi phí trả trước ngắn hạn > Chi phí bảo hiểm, chi phí CNTT","Chi phí bảo hiểm, chi phí CNTT",17.984.396.122,17.106.361.134,17984396122.0,17106361134.0
"Chi phí công cụ, dụng cụ","Chi phí trả trước ngắn hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",452.070.250,407.359.350,452070250.0,407359350.0
Chi phí quảng cáo,Chi phí trả trước ngắn hạn > Chi phí quảng cáo,Chi phí quảng cáo,-,2.025.895.431,,2025895431.0
,,,18.436.466.372,19.539.615.915,18436466372.0,19539615915.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,,
"Chi phí truyền thông, thương hiệu","Chi phí trả trước dài hạn > Chi phí truyền thông, thương hiệu","Chi phí truyền thông, thương hiệu",924.615.556,-,924615556.0,
Chi phí cải tạo văn phòng,Chi phí trả trước dài hạn > Chi phí cải tạo văn phòng,Chi phí cải tạo văn phòng,5.930.413.562,11.637.286.694,5930413562.0,11637286694.0
"Chi phí bảo hành, CNTT","Chi phí trả trước dài hạn > Chi phí bảo hành, CNTT","Chi phí bảo hành, CNTT",618.692.929,790.821.904,618692929.0,790821904.0
"Chi phí công cụ, dụng cụ","Chi phí trả trước dài hạn > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",3.834.947.792,1.988.413.016,3834947792.0,1988413016.0
,,,11.308.669.839,14.416.521.614,11308669839.0,14416521614.0
TỔNG CỘNG,Chi phí trả trước dài hạn > TỔNG CỘNG,TỔNG CỘNG,29.745.136.211,33.956.137.529,29745136211.0,33956137529.0
