row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
100,100,100,A. TÀI SẢN NGÂN HẠN,,4.142.057.407.889,3.756.142.332.377,,,4142057407889.0,3756142332377.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,2.755.478.660.198,1.328.517.294.738,,5.0,2755478660198.0,1328517294738.0
111,111,111,1. Tiền,,32.478.660.198,39.517.294.738,,,32478660198.0,39517294738.0
112,112,112,2. Các khoản tương đương tiền,,2.723.000.000.000,1.289.000.000.000,,,2723000000000.0,1289000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,62.063.124.199,1.215.085.582.267,,,62063124199.0,1215085582267.0
121,121,121,1. Chứng khoán kinh doanh,6.1,62.063.124.199,52.085.582.267,,61.0,62063124199.0,52085582267.0
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,-,1.163.000.000.000,,62.0,,1163000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7,1.277.029.042.637,1.165.478.470.094,,7.0,1277029042637.0,1165478470094.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,1.271.454.211.831,1.155.681.862.699,,,1271454211831.0,1155681862699.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,667.940.000,810.204.700,,,667940000.0,810204700.0
136,136,136,3. Phải thu ngắn hạn khác,,4.906.890.806,8.986.402.695,,,4906890806.0,8986402695.0
150,150,150,IV. Tài sản ngắn hạn khác,,47.486.580.855,47.060.985.278,,,47486580855.0,47060985278.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,18.436.466.372,19.539.615.915,,8.0,18436466372.0,19539615915.0
152,152,152,2. Thuế GTGT được khấu trừ,14,24.051.688.981,24.051.688.981,,14.0,24051688981.0,24051688981.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,14,4.998.425.502,3.469.680.382,,14.0,4998425502.0,3469680382.0
200,200,200,B. TÀI SẢN DÀI HẠN,,13.729.543.835.377,13.824.502.009.532,,,13729543835377.0,13824502009532.0
220,220,220,I. Tài sản cố định,,479.205.638.858,573.779.421.797,,,479205638858.0,573779421797.0
221,221,221,1. Tài sản cố định hữu hình,9,233.576.363.265,289.304.417.269,,9.0,233576363265.0,289304417269.0
222,222,222,Nguyên giá,,883.566.549.497,883.414.890.729,,,883566549497.0,883414890729.0
223,223,223,Giá trị khấu hao lũy kế,,(649.990.186.232),(594.110.473.460),,,-649990186232.0,-594110473460.0
227,227,227,2. Tài sản cố định vô hình,10,245.629.275.593,284.475.004.528,,10.0,245629275593.0,284475004528.0
228,228,228,Nguyên giá,,569.606.387.531,551.638.859.931,,,569606387531.0,551638859931.0
229,229,229,Giá trị hao mòn lũy kế,,(323.977.111.938),(267.163.855.403),,,-323977111938.0,-267163855403.0
240,240,240,II. Tài sản dở dang dài hạn,,267.863.654.445,269.036.900.092,,,267863654445.0,269036900092.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,267.863.654.445,269.036.900.092,,11.0,267863654445.0,269036900092.0
250,250,250,III. Đầu tư tài chính dài hạn,,12.971.165.872.235,12.967.269.166.029,,,12971165872235.0,12967269166029.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,10.352.286.148.720,10.352.286.148.720,,63.0,10352286148720.0,10352286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,521.335.637.261,521.335.637.261,,63.0,521335637261.0,521335637261.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(40.655.913.746),(44.552.619.952),,,-40655913746.0,-44552619952.0
260,260,260,IV. Tài sản dài hạn khác,,11.308.669.839,14.416.521.614,,,11308669839.0,14416521614.0
261,261,261,1. Chi phí trả trước dài hạn,8,11.308.669.839,14.416.521.614,,8.0,11308669839.0,14416521614.0
270,270,270,TỔNG CỘNG TÀI SẢN,,17.871.601.243.266,17.580.644.341.909,,,17871601243266.0,17580644341909.0
