row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,60.955.911.782,66.278.403.812,60955911782.0,66278403812.0
Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,1.287.971.622,1.094.321.666,1287971622.0,1094321666.0
Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,4.997.468.416,12.043.711.557,4997468416.0,12043711557.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",89.244.376,242.890.170,89244376.0,242890170.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,1.912.569.471,2.639.419.761,1912569471.0,2639419761.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,4.015.101.426,4.253.126.800,4015101426.0,4253126800.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,30.570.959.171,32.069.362.335,30570959171.0,32069362335.0
"- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo",5.984.191.235,5.975.723.222,5984191235.0,5975723222.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,-,288.963.666,,288963666.0
- Chi khác,- Chi khác,- Chi khác,24.586.767.936,25.804.675.447,24586767936.0,25804675447.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,32.856.627.459,31.736.700.276,32856627459.0,31736700276.0
"- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí",13.005.863.576,11.888.099.960,13005863576.0,11888099960.0
- Chi đào tạo,- Chi đào tạo,- Chi đào tạo,208.697.363,225.078.310,208697363.0,225078310.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",1.479.990.000,1.100.000.000,1479990000.0,1100000000.0
- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,6.033.462.579,5.755.751.370,6033462579.0,5755751370.0
- Chi khác,- Chi khác,- Chi khác,12.128.613.941,12.767.770.636,12128613941.0,12767770636.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,136.685.853.723,150.357.936.377,136685853723.0,150357936377.0
