row_label_raw,row_label_full,"Các công ty liên doanh, liên kết","Các công ty liên doanh, liên kết_1","Các công ty liên doanh, liên kết_2",Tỷ lệ sở hữu,Tỷ lệ sở hữu_1,Tỷ lệ sở hữu_2,Tỷ lệ quyền biểu quyết của Tập đoàn,"numeric__Các công ty liên doanh, liên kết_1","numeric__Các công ty liên doanh, liên kết_2",numeric__Tỷ lệ sở hữu,numeric__Tỷ lệ sở hữu_1,numeric__Tỷ lệ sở hữu_2,numeric__Tỷ lệ quyền biểu quyết của Tập đoàn
Công ty được đầu tư,Công ty được đầu tư,Công ty được đầu tư,Lĩnh vực kinh doanh,Vốn điều lệ VND,Năm giữ bởi công ty mẹ %,Thông qua công ty con/ quỹ %,Tổng %,Tỷ lệ quyền biểu quyết của Tập đoàn,,,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,
Công ty Cổ phần Đầu tư và Xây dựng Long Việt (“Long Việt”),Công ty liên kết > Công ty Cổ phần Đầu tư và Xây dựng Long Việt (“Long Việt”),Công ty Cổ phần Đầu tư và Xây dựng Long Việt (“Long Việt”),Xây dựng,65.043.200.000,-,"45,00","45,00","45,00",,65043200000.0,,45.0,45.0,45.0
Công ty Cổ phần Đầu tư SCIC – Bảo Việt (“Bảo Việt SCIC”),Công ty liên kết > Công ty Cổ phần Đầu tư SCIC – Bảo Việt (“Bảo Việt SCIC”),Công ty Cổ phần Đầu tư SCIC – Bảo Việt (“Bảo Việt SCIC”),Kinh doanh bất động sản,140.000.000.000,-,"50,00","50,00","50,00",,140000000000.0,,50.0,50.0,50.0
Ngân hàng TMCP Bảo Việt (“Bảo Việt Bank”),Công ty liên kết > Ngân hàng TMCP Bảo Việt (“Bảo Việt Bank”),Ngân hàng TMCP Bảo Việt (“Bảo Việt Bank”),Dịch vụ ngân hàng,3.150.000.000.000,"49,52",-,"49,52","49,52",,3150000000000.0,49.52,,49.52,49.52
Công ty Cổ phần Trung Nam Phú Quốc (“Trung Nam Phú Quốc”),Công ty liên kết > Công ty Cổ phần Trung Nam Phú Quốc (“Trung Nam Phú Quốc”),Công ty Cổ phần Trung Nam Phú Quốc (“Trung Nam Phú Quốc”),Dịch vụ du lịch và nghĩ dưỡng,220.000.000.000,"49,00",-,"49,00","49,00",,220000000000.0,49.0,,49.0,49.0
Công ty Cổ phần Công nghệ thông tin PLT (“PLT”),Công ty liên kết > Công ty Cổ phần Công nghệ thông tin PLT (“PLT”),Công ty Cổ phần Công nghệ thông tin PLT (“PLT”),"Dịch vụ công nghệ thông tin, viễn thông",73.125.000.000,-,"35,00","35,00","35,00",,73125000000.0,,35.0,35.0,35.0
Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,,,,,,
Công ty TNHH Bảo hiểm Tokio Marine Việt Nam (“Tokio Marine Việt Nam”),Công ty liên doanh > Công ty TNHH Bảo hiểm Tokio Marine Việt Nam (“Tokio Marine Việt Nam”),Công ty TNHH Bảo hiểm Tokio Marine Việt Nam (“Tokio Marine Việt Nam”),"Bảo hiểm phi nhân thọ, tái bảo hiểm, giám định tổn thất, hoạt động đầu tư tài chính",300.000.000.000,"49,00",-,"49,00","49,00",,300000000000.0,49.0,,49.0,49.0
