row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022
01,01,01,1. Doanh thu hoạt động kinh doanh,21,1.573.914.036.937,1.564.365.553.547,,21.0,1573914036937.0,1564365553547.0
11,11,11,2. Chi phí hoạt động kinh doanh,22,(316.205.300.628),(312.402.129.907),,22.0,-316205300628.0,-312402129907.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.257.708.736.309,1.251.963.423.640,,,1257708736309.0,1251963423640.0
26,26,26,4. Chi phí quản lý doanh nghiệp,23,(136.685.853.723),(150.357.936.377),,23.0,-136685853723.0,-150357936377.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.121.022.882.586,1.101.605.487.263,,,1121022882586.0,1101605487263.0
31,31,31,6. Thu nhập khác,,152.114.957,659.318.176,,,152114957.0,659318176.0
32,32,32,7. Chi phí khác,,(91.532.571),(107.263.684),,,-91532571.0,-107263684.0
40,40,40,8. Lợi nhuận khác,,60.582.386,552.054.492,,,60582386.0,552054492.0
50,50,50,9. Tổng lợi nhuận trước thuế,,1.121.083.464.972,1.102.157.541.755,,,1121083464972.0,1102157541755.0
51,51,51,10. Chi phí thuế TNDN hiện hành,24,(4.984.965.586),(36.564.537.921),,24.0,-4984965586.0,-36564537921.0
60,60,60,11. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.116.098.499.386,1.065.593.003.834,,,1116098499386.0,1065593003834.0
