row_label_raw,row_label_full,"Giá trị rủi ro của danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2023 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 164.580.567.460 > 339.261.850.000 > (12.275.776.380),HNX > 69.901.560.000 > 342.313.357.500 > (13.009.002.220),Tổng cộng > 234.482.127.460 > 681.575.207.500 > (25.284.778.600),numeric__HOSE > 164.580.567.460 > 339.261.850.000 > (12.275.776.380),numeric__HNX > 69.901.560.000 > 342.313.357.500 > (13.009.002.220),numeric__Tổng cộng > 234.482.127.460 > 681.575.207.500 > (25.284.778.600)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),276.174.879,-,276.174.879,276174879.0,,276174879.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(27.449.470.464),(29.089.013.282),(56.538.483.746),-27449470464.0,-29089013282.0,-56538483746.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(57.578.495.000),(61.017.629.030),(118.596.124.030),-57578495000.0,-61017629030.0,-118596124030.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(194.871.908.719),(206.511.508.069),(401.383.416.788),-194871908719.0,-206511508069.0,-401383416788.0
