row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
BVF,Công ty con (tiếp theo) > BVF,BVF,Lợi nhuận được nhậnDoanh thu dịch vụ CNTTDoanh thu phí đào tạoDoanh thu cho thuê văn phòng,70.218.000.0001.417.483.825-4.062.576.000,47.732.000.0001.570.938.55921.000.0004.062.576.000,,,4.7732000000157094e+38
BVIF,Công ty con (tiếp theo) > BVIF,BVIF,Cổ tức được nhận,42.000.000.000,21.000.000.000,,42000000000.0,21000000000.0
BVSC,BVSC,BVSC,"Cổ tức được nhậnDoanh thu dịch vụ CNTTPhi lưu kýPhí giao dịch chứng khoán, biến động cổ phiếu, quản lý cổ đôngPhí tư vấn tổ chức đại hội cổ đôngDoanh thu phí đào tạoDoanh thu cho thuê văn phòng",43.281.193.000120.946.774(201.582.270)(197.936.356)(100.000.000)-6.161.904.000,34.624.954.400440.124.402(214.648.513)(315.975.376)(100.000.000)10.500.0006.161.904.000,,,
BVInvest,BVInvest,BVInvest,Lợi nhuận được nhậnDoanh thu cho thuê văn phòng và khai thác bãi xeDoanh thu dịch vụ CNTTPhi quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòngChi phí sửa chữa và các dịch vụ khácChi phí năng lượng,10.034.000.00073.599.258.600264.036.944(5.870.980.416)(1.847.671.910)(1.348.185.339),8.425.000.00058.006.844.493294.631.490(8.756.702.504)(17.166.929.443)(3.028.825.196),,,
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Tokio Marine Việt Nam,"Công ty liên doanh, liên kết > Tokio Marine Việt Nam",Tokio Marine Việt Nam,Cổ tức được nhận,45.332.928.736,54.478.466.506,,45332928736.0,54478466506.0
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu dịch vụ CNTTDoanh thu lãi tiền gửiDoanh thu lãi trái phiếuDoanh thu cho thuê văn phòng và phí giữ xe,1.184.356.28822.038.207.704-4.572.432.000,1.920.627.71713.857.275.34263.273.207.2574.572.432.000,,,1.9206277171385726e+41
