row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2023 > Giá gốcVND,Ngày 31 tháng 12 năm 2023 > Giá trị ghi sốVND,Ngày 31 tháng 12 năm 2022 > Giá gốcVND,Ngày 31 tháng 12 năm 2022 > Giá trị ghi sốVND,numeric__Ngày 31 tháng 12 năm 2023 > Giá trị ghi sốVND,numeric__Ngày 31 tháng 12 năm 2022 > Giá gốcVND,numeric__Ngày 31 tháng 12 năm 2022 > Giá trị ghi sốVND
164.000.000.000,164.000.000.000,164.000.000.000,-,1.327.000.000.000,1.163.000.000.000,,1327000000000.0,1163000000000.0
154.709.500.000,154.709.500.000,154.709.500.000,-,154.709.500.000,-,,154709500000.0,
318.709.500.000,318.709.500.000,318.709.500.000,-,1.481.709.500.000,1.163.000.000.000,,1481709500000.0,1163000000000.0
