row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2022 > Phải thu VND,Ngày 31 tháng 12 năm 2022 > Phải nộp VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Ngày 31 tháng 12 năm 2023 > Phải thu VND,Ngày 31 tháng 12 năm 2023 > Phải nộp VND,numeric__Ngày 31 tháng 12 năm 2022 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2022 > Phải nộp VND,numeric__Số phải nộp trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Ngày 31 tháng 12 năm 2023 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2023 > Phải nộp VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,4.334.537.921,4.984.965.586,(14.300.000.000),(4.980.496.493),-,,4334537921.0,4984965586.0,-14300000000.0,-4980496493.0,
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,(24.051.688.981),-,3.946.175.081,(3.946.175.081),(24.051.688.981),-,-24051688981.0,,3946175081.0,-3946175081.0,-24051688981.0,
Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,(24.051.688.981),-,-,-,(24.051.688.981),-,-24051688981.0,,,,-24051688981.0,
Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,-,-,3.946.175.081,(3.946.175.081),-,-,,,3946175081.0,-3946175081.0,,
Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,-,4.903.935.278,27.378.262.016,(28.222.237.363),-,4.059.959.931,,4903935278.0,27378262016.0,-28222237363.0,,4059959931.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,1.770.798.000,23.956.904.387,(24.012.752.515),-,1.714.949.872,,1770798000.0,23956904387.0,-24012752515.0,,1714949872.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,(3.469.680.382),-,17.497.993.745,(13.852.133.401),(17.929.009),194.108.971,-3469680382.0,,17497993745.0,-13852133401.0,-17929009.0,194108971.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(27.521.369.363),11.009.271.199,77.764.300.815,(84.333.298.360),(29.050.114.483),5.969.018.774,-27521369363.0,11009271199.0,77764300815.0,-84333298360.0,-29050114483.0,5969018774.0
