row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,1.222.197.177.103,1.205.437.143.538,1222197177103.0,1205437143538.0
- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,- Lãi tiền gửi không kỳ hạn,342.743.300,754.548.407,342743300.0,754548407.0
- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,121.110.768.615,164.750.613.772,121110768615.0,164750613772.0
- Lãi trái phiếu,- Lãi trái phiếu,- Lãi trái phiếu,-,63.273.207.257,,63273207257.0
- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,- Cổ tức và lợi nhuận được chia,1.098.480.146.036,922.245.842.406,1098480146036.0,922245842406.0
- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,- Lãi chênh lệch tỷ giá chưa thực hiện,5.596.219,8.354.048,5596219.0,8354048.0
- Lãi khác hoạt động đầu tư,- Lãi khác hoạt động đầu tư,- Lãi khác hoạt động đầu tư,2.257.922.933,54.404.577.648,2257922933.0,54404577648.0
Dịch vụ đào tạo,Dịch vụ đào tạo,Dịch vụ đào tạo,2.095.878.089,2.509.360.732,2095878089.0,2509360732.0
Cho thuê văn phòng,Cho thuê văn phòng,Cho thuê văn phòng,95.954.677.266,84.441.750.694,95954677266.0,84441750694.0
Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,253.666.304.479,271.977.298.583,253666304479.0,271977298583.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.573.914.036.937,1.564.365.553.547,1573914036937.0,1564365553547.0
