row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2022,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2022
300,300,300,C. NỘ PHẢI TRẢ,,199.299.013.811,278.516.567.515,,,199299013811.0,278516567515.0
310,310,310,I. Nợ ngắn hạn,,197.912.933.811,187.770.414.777,,,197912933811.0,187770414777.0
311,311,311,1. Phải trả người bán ngắn hạn,13,10.561.393.464,8.345.615.845,,13.0,10561393464.0,8345615845.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,14,5.969.018.774,11.009.271.199,,14.0,5969018774.0,11009271199.0
314,314,314,3. Phải trả người lao động,15,71.983.379.969,69.073.608.709,,15.0,71983379969.0,69073608709.0
315,315,315,4. Chi phí phải trả ngắn hạn,16,1.465.725.433,2.954.450.437,,16.0,1465725433.0,2954450437.0
319,319,319,5. Phải trả ngắn hạn khác,17,72.794.432.240,71.985.034.833,,17.0,72794432240.0,71985034833.0
320,320,320,6. Vay và nợ thuê tài chính ngắn hạn,19,13.393.031.500,-,,19.0,13393031500.0,
322,322,322,"7. Quỹ khen thưởng, phúc lợi",18,21.745.952.431,24.402.433.754,,18.0,21745952431.0,24402433754.0
330,330,330,II. Nợ dài hạn,,1.386.080.000,90.746.152.738,,,1386080000.0,90746152738.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,19,1.386.080.000,90.746.152.738,,19.0,1386080000.0,90746152738.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,17.672.302.229.455,17.302.127.774.394,,,17672302229455.0,17302127774394.0
410,410,410,I. Vốn chủ sở hữu,20,17.672.302.229.455,17.302.127.774.394,,20.0,17672302229455.0,17302127774394.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
418,418,418,3. Quỹ đầu tư phát triển,,1.822.475.320.888,1.502.797.419.738,,,1822475320888.0,1502797419738.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.116.140.525.760,1.065.643.971.849,,,1116140525760.0,1065643971849.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,42.026.374,50.968.015,,,42026374.0,50968015.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.116.098.499.386,1.065.593.003.834,,,1116098499386.0,1065593003834.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,17.871.601.243.266,17.580.644.341.909,,,17871601243266.0,17580644341909.0
