row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2023 VND,Ngày 31 tháng 12 năm 2022 VND,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2023 VND,numeric__Ngày 31 tháng 12 năm 2022 VND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,
Phải thu từ hoạt động đầu tư,Phải thu ngắn hạn của khách hàng > Phải thu từ hoạt động đầu tư,Phải thu từ hoạt động đầu tư,7.1,1.208.478.616.426,1.063.428.452.040,71.0,1208478616426.0,1063428452040.0
Phải thu từ các hoạt động khác,Phải thu ngắn hạn của khách hàng > Phải thu từ các hoạt động khác,Phải thu từ các hoạt động khác,7.2,62.975.595.405,92.253.410.659,72.0,62975595405.0,92253410659.0
,,,,1.271.454.211.831,1.155.681.862.699,,1271454211831.0,1155681862699.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
Công ty Cổ phần Giải pháp EnterpriseNao,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Giải pháp EnterpriseNao,Công ty Cổ phần Giải pháp EnterpriseNao,,244.125.000,-,,244125000.0,
Công ty Cổ phần Đầu tư Thương mại và Sản xuất An Phúc Minh,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Đầu tư Thương mại và Sản xuất An Phúc Minh,Công ty Cổ phần Đầu tư Thương mại và Sản xuất An Phúc Minh,,240.075.000,-,,240075000.0,
BVSC,Trả trước cho người bán ngắn hạn > BVSC,BVSC,,50.000.000,50.000.000,,50000000.0,50000000.0
BVInvest,Trả trước cho người bán ngắn hạn > BVInvest,BVInvest,,-,196.741.141,,,196741141.0
Phải thu người bán ngắn hạn khác,Trả trước cho người bán ngắn hạn > Phải thu người bán ngắn hạn khác,Phải thu người bán ngắn hạn khác,,133.740.000,563.463.559,,133740000.0,563463559.0
,,,,667.940.000,810.204.700,,667940000.0,810204700.0
Phải thu ngắn hạn khác,Trả trước cho người bán ngắn hạn > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,7.3,4.906.890.806,8.986.402.695,73.0,4906890806.0,8986402695.0
TỔNG CỘNG,Trả trước cho người bán ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.277.029.042.637,1.165.478.470.094,,1277029042637.0,1165478470094.0
