row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị VND,31/12/2021 > Dự phòng VND,01/01/2021 > Giá trị VND,01/01/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị VND,numeric__31/12/2021 > Dự phòng VND,numeric__01/01/2021 > Giá trị VND,numeric__01/01/2021 > Dự phòng VND
Các bên khác,Các bên khác,Các bên khác,289.771.197.577,(20.958.083.870),567.193.448.947,(169.196.320.184),289771197577.0,-20958083870.0,567193448947.0,-169196320184.0
Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (1),181.608.284.269,-,181.608.284.269,-,181608284269.0,,181608284269.0,
Công ty Cổ phần Đầu tư Thành An (2) (a),Công ty Cổ phần Đầu tư Thành An (2) (a),Công ty Cổ phần Đầu tư Thành An (2) (a),-,-,144.000.000.000,(144.000.000.000),,,144000000000.0,-144000000000.0
Công ty Luật TNHH Key Việt Nam (3) (a),Công ty Luật TNHH Key Việt Nam (3) (a),Công ty Luật TNHH Key Việt Nam (3) (a),-,-,10.000.000.000,(10.000.000.000),,,10000000000.0,-10000000000.0
Công ty TNHH Đầu tư và Thương mại Topcare (4) (a),Công ty TNHH Đầu tư và Thương mại Topcare (4) (a),Công ty TNHH Đầu tư và Thương mại Topcare (4) (a),-,-,10.000.000.000,(10.000.000.000),,,10000000000.0,-10000000000.0
Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (5),19.404.797.700,-,16.141.569.700,-,19404797700.0,,16141569700.0,
Công ty Cổ phần Du lịch và Xúc tiến Đầu tư (6),Công ty Cổ phần Du lịch và Xúc tiến Đầu tư (6),Công ty Cổ phần Du lịch và Xúc tiến Đầu tư (6),38.567.900.000,(19.285.000.000),38.567.900.000,-,38567900000.0,-19285000000.0,38567900000.0,
Công ty Cổ phần Dịch vụ Thương mại Phúc Trường,Công ty Cổ phần Dịch vụ Thương mại Phúc Trường,Công ty Cổ phần Dịch vụ Thương mại Phúc Trường,6.000.000.000,-,57.629.897.595,-,6000000000.0,,57629897595.0,
Công ty Cổ phần Thiết bị và Công nghệ Xây dựng Key Group,Công ty Cổ phần Thiết bị và Công nghệ Xây dựng Key Group,Công ty Cổ phần Thiết bị và Công nghệ Xây dựng Key Group,-,-,60.289.459.760,-,,,60289459760.0,
Công ty Cổ phần Phát triển Đô thị Sài Gòn Tây Bắc (SCD),Công ty Cổ phần Phát triển Đô thị Sài Gòn Tây Bắc (SCD),Công ty Cổ phần Phát triển Đô thị Sài Gòn Tây Bắc (SCD),-,-,21.420.380.800,-,,,21420380800.0,
Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,Các khoản trả trước cho người bán khác,44.190.215.608,(1.673.083.870),27.535.956.823,(5.196.320.184),44190215608.0,-1673083870.0,27535956823.0,-5196320184.0
Cộng,Cộng,Cộng,289.771.197.577,(20.958.083.870),567.193.448.947,(169.196.320.184),289771197577.0,-20958083870.0,567193448947.0,-169196320184.0
