row_label_raw,row_label_full,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_1,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_2,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_3,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_4,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_5,5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_6,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_1,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_2,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_3,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_4,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_5,numeric__5.21 Thuế và các khoản phải thu/phải nộp Nhà nước_6
,,,Số phải thu cuối năm VND,Số phải nộp cuối năm VND,Số đã thực nộp trong năm VND,Số phải nộp trong năm VND,Số phải thu đầu năm VND,Số phải nộp đầu năm VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.273.127.397,1.484.299.317,14.205.683.140,14.712.063.435,1.791.000.000,495.791.625,2273127397.0,1484299317.0,14205683140.0,14712063435.0,1791000000.0,495791625.0
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,-,103.885.311,75.056.191,-,28.829.120,,,103885311.0,75056191.0,,28829120.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.975.407.104,3.925.713.495,6.727.215.767,3.387.401.885,9.692.600.167,6.982.720.440,9975407104.0,3925713495.0,6727215767.0,3387401885.0,9692600167.0,6982720440.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,28.847.723,759.191.680,3.541.802.826,3.302.620.774,28.847.723,998.373.732,28847723.0,759191680.0,3541802826.0,3302620774.0,28847723.0,998373732.0
Thuế nhà đất và tiền thuê đất (i),Thuế nhà đất và tiền thuê đất (i),Thuế nhà đất và tiền thuê đất (i),244.829.700,104.480.823.110,8.511.848.743,12.694.313.073,-,100.053.529.080,244829700.0,104480823110.0,8511848743.0,12694313073.0,,100053529080.0
Các loại thuế khác (i),Các loại thuế khác (i),Các loại thuế khác (i),-,67.962.169.511,58.380.822,(11.226.032.234),-,79.246.582.567,,67962169511.0,58380822.0,-11226032234.0,,79246582567.0
Cộng,Cộng,Cộng,12.522.211.924,178.612.197.113,33.148.816.609,22.945.423.124,11.512.447.890,187.805.826.564,12522211924.0,178612197113.0,33148816609.0,22945423124.0,11512447890.0,187805826564.0
