row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Tân Việt,Công ty Cổ phần Tân Việt,Công ty Cổ phần Tân Việt,"28,59%","51,42%",Nha Trang,Kinh doanh khách sạn,0.2859,0.5142,,
Công ty Cổ phần Bánh Givral,Công ty Cổ phần Bánh Givral,Công ty Cổ phần Bánh Givral,"55,42%","99,68%",Hồ Chí Minh,"Sân xuất, kinh doanh các loại bánh",0.5542,0.9968,,
Công ty Cổ phần Viptour - Togi,Công ty Cổ phần Viptour - Togi,Công ty Cổ phần Viptour - Togi,"44,07%","79,26%",Hà Nội,Kinh doanh khách sạn,0.4407,0.7926000000000001,,
Công ty Cổ phần Truyền thông Đại Dương,Công ty Cổ phần Truyền thông Đại Dương,Công ty Cổ phần Truyền thông Đại Dương,"52,26%","94,00%",Hà Nội,Truyền thông,0.5226,0.94,,
Công ty TNHH MTV Sao Hôm Nha Trang,Công ty TNHH MTV Sao Hôm Nha Trang,Công ty TNHH MTV Sao Hôm Nha Trang,"55,60%","100,00%",Nha Trang,Kinh doanh khách sạn,0.556,1.0,,
Công ty Cổ phần Kem Tràng Tiền (Công ty con của Công ty Cổ phần Bánh Givral),Công ty Cổ phần Kem Tràng Tiền (Công ty con của Công ty Cổ phần Bánh Givral),Công ty Cổ phần Kem Tràng Tiền (Công ty con của Công ty Cổ phần Bánh Givral),"55,41%","99,68%",Hà Nội,"Sân xuất, kinh doanh các loại bánh, kem",0.5540999999999999,0.9968,,
Công ty Cổ phần Thương mại và Dịch vụ Bình Hưng,Công ty Cổ phần Thương mại và Dịch vụ Bình Hưng,Công ty Cổ phần Thương mại và Dịch vụ Bình Hưng,"55,04%","99,00%",Bắc Ninh,Cho thuê nhà xưởng khu công nghiệp,0.5504,0.99,,
