row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
Các bên liên quan,Các bên liên quan,Các bên liên quan,14.663.642.060,(72.000.000),14.591.642.060,-,14663642060.0,-72000000.0,14591642060.0,
Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư - IOC,Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư - IOC,Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư - IOC,14.663.642.060,(72.000.000),14.591.642.060,-,14663642060.0,-72000000.0,14591642060.0,
Các bên khác,Các bên khác,Các bên khác,1.186.211.049.893,(1.041.696.135.601),2.725.398.812.409,(2.376.829.206.641),1186211049893.0,-1041696135601.0,2725398812409.0,-2376829206641.0
Công ty Cổ phần Đầu tư và Xây dựng Sống Đà (1) (a),Công ty Cổ phần Đầu tư và Xây dựng Sống Đà (1) (a),Công ty Cổ phần Đầu tư và Xây dựng Sống Đà (1) (a),-,-,672.814.500.000,(672.814.500.000),,,672814500000.0,-672814500000.0
Công ty Cổ phần Bình Dương Xanh (2) (a),Công ty Cổ phần Bình Dương Xanh (2) (a),Công ty Cổ phần Bình Dương Xanh (2) (a),-,-,270.150.000.000,(270.150.000.000),,,270150000000.0,-270150000000.0
Công ty TNHH VNT (3) (a),Công ty TNHH VNT (3) (a),Công ty TNHH VNT (3) (a),201.200.820.000,(201.200.820.000),227.153.878.667,(227.153.878.667),201200820000.0,-201200820000.0,227153878667.0,-227153878667.0
Chi phí sử dụng vốn từ các hợp đồng hỗ trợ vốn (4) (a),Chi phí sử dụng vốn từ các hợp đồng hỗ trợ vốn (4) (a),Chi phí sử dụng vốn từ các hợp đồng hỗ trợ vốn (4) (a),-,-,140.417.352.953,(140.417.352.953),,,140417352953.0,-140417352953.0
Công ty TNHH VNT (Dự án Xây dựng công viên hồ điều hòa thuộc đô thị Tây Nam Hà Nội) (5),Công ty TNHH VNT (Dự án Xây dựng công viên hồ điều hòa thuộc đô thị Tây Nam Hà Nội) (5),Công ty TNHH VNT (Dự án Xây dựng công viên hồ điều hòa thuộc đô thị Tây Nam Hà Nội) (5),72.000.000.000,-,72.000.000.000,-,72000000000.0,,72000000000.0,
Công ty TNHH Phát triển Thương mại và Đầu tư Việt Nam (6) (a),Công ty TNHH Phát triển Thương mại và Đầu tư Việt Nam (6) (a),Công ty TNHH Phát triển Thương mại và Đầu tư Việt Nam (6) (a),-,-,56.768.170.073,(56.768.170.073),,,56768170073.0,-56768170073.0
"Dự án ""Trung tâm Thương mại, Văn phòng và Khách sạn"" tại TP Hạ Long, tỉnh Quảng Ninh (7) (a)","Dự án ""Trung tâm Thương mại, Văn phòng và Khách sạn"" tại TP Hạ Long, tỉnh Quảng Ninh (7) (a)","Dự án ""Trung tâm Thương mại, Văn phòng và Khách sạn"" tại TP Hạ Long, tỉnh Quảng Ninh (7) (a)",-,-,46.160.529.126,(24.061.707.388),,,46160529126.0,-24061707388.0
Công ty Cổ phần Đầu tư và Tư vấn Liên Việt (8) (a),Công ty Cổ phần Đầu tư và Tư vấn Liên Việt (8) (a),Công ty Cổ phần Đầu tư và Tư vấn Liên Việt (8) (a),-,-,40.000.000.000,(40.000.000.000),,,40000000000.0,-40000000000.0
Công ty Cổ phần Đầu tư Lam Hồng (9) (a),Công ty Cổ phần Đầu tư Lam Hồng (9) (a),Công ty Cổ phần Đầu tư Lam Hồng (9) (a),-,-,35.515.056.108,(35.515.056.108),,,35515056108.0,-35515056108.0
