row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị VND,31/12/2021 > Dự phòng VND,01/01/2021 > Giá trị VND,01/01/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị VND,numeric__31/12/2021 > Dự phòng VND,numeric__01/01/2021 > Giá trị VND,numeric__01/01/2021 > Dự phòng VND
Các bên khác,Các bên khác,Các bên khác,169.600.000.000,(161.490.000.000),1.413.884.169.169,(1.251.683.169.169),169600000000.0,-161490000000.0,1413884169169.0,-1251683169169.0
Công ty TNHH TM và Du lịch Tràng Tiền Nha Trang (ii),Công ty TNHH TM và Du lịch Tràng Tiền Nha Trang (ii),Công ty TNHH TM và Du lịch Tràng Tiền Nha Trang (ii),162.200.000.000,(154.090.000.000),162.200.000.000,-,162200000000.0,-154090000000.0,162200000000.0,
Công ty Cổ phần Robot Tosy (i),Công ty Cổ phần Robot Tosy (i),Công ty Cổ phần Robot Tosy (i),6.000.000.000,(6.000.000.000),6.000.000.000,(6.000.000.000),6000000000.0,-6000000000.0,6000000000.0,-6000000000.0
Công ty Cổ phần Truyền thông TV Shopping (i),Công ty Cổ phần Truyền thông TV Shopping (i),Công ty Cổ phần Truyền thông TV Shopping (i),1.400.000.000,(1.400.000.000),1.400.000.000,(1.400.000.000),1400000000.0,-1400000000.0,1400000000.0,-1400000000.0
Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (i) (a),Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (i) (a),Công ty Cổ phần Thương mại và Đầu tư Mạnh Hà (i) (a),-,-,480.782.169.169,(480.782.169.169),,,480782169169.0,-480782169169.0
Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (i) (a),Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (i) (a),Công ty Cổ phần Đầu tư và Thương mại Vneco Hà Nội (i) (a),-,-,380.500.000.000,(380.500.000.000),,,380500000000.0,-380500000000.0
Công ty TNHH Gió Hát (i) (a),Công ty TNHH Gió Hát (i) (a),Công ty TNHH Gió Hát (i) (a),-,-,199.001.000.000,(199.001.000.000),,,199001000000.0,-199001000000.0
Công ty Cổ phần Bảo Linh (i) (a),Công ty Cổ phần Bảo Linh (i) (a),Công ty Cổ phần Bảo Linh (i) (a),-,-,75.000.000.000,(75.000.000.000),,,75000000000.0,-75000000000.0
Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (i) (a),Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (i) (a),Công ty Cổ phần Đầu tư và Phát triển Phú Nguyên (i) (a),-,-,69.000.000.000,(69.000.000.000),,,69000000000.0,-69000000000.0
Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (a),Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (a),Công ty Cổ phần Đầu tư và Xây dựng Sông Đà (a),-,-,40.000.000.000,(40.000.000.000),,,40000000000.0,-40000000000.0
Các khoản phải thu về cho vay khác (i),Các khoản phải thu về cho vay khác (i),Các khoản phải thu về cho vay khác (i),-,-,1.000.000,-,,,1000000.0,
Cộng,Cộng,Cộng,169.600.000.000,(161.490.000.000),1.413.884.169.169,(1.251.683.169.169),169600000000.0,-161490000000.0,1413884169169.0,-1251683169169.0
