row_label_raw,row_label_full,col_0,Ngày cuối năm > Giá gốcVND,Ngày cuối năm > Dự phòngVND,Ngày cuối năm > Giá trị hợp lýVND,Ngày đầu năm > Giá gốcVND,Ngày đầu năm > Dự phòngVND,Ngày đầu năm > Giá trị hợp lýVND,numeric__Ngày cuối năm > Giá gốcVND,numeric__Ngày cuối năm > Dự phòngVND,numeric__Ngày cuối năm > Giá trị hợp lýVND,numeric__Ngày đầu năm > Giá gốcVND,numeric__Ngày đầu năm > Dự phòngVND,numeric__Ngày đầu năm > Giá trị hợp lýVND
d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,d) Đầu tư dài hạn khác,,,,,,
Công ty Cổ phần Momota,d) Đầu tư dài hạn khác > Công ty Cổ phần Momota,Công ty Cổ phần Momota,13.500.000.000,-,13.500.000.000,13.500.000.000,-,13.500.000.000,13500000000.0,,13500000000.0,13500000000.0,,13500000000.0
Công ty Cổ phần Du lịch Bưu Điện,d) Đầu tư dài hạn khác > Công ty Cổ phần Du lịch Bưu Điện,Công ty Cổ phần Du lịch Bưu Điện,3.000.000.000,-,3.000.000.000,3.000.000.000,-,3.000.000.000,3000000000.0,,3000000000.0,3000000000.0,,3000000000.0
Công ty TNHH Thăng Long (i),d) Đầu tư dài hạn khác > Công ty TNHH Thăng Long (i),Công ty TNHH Thăng Long (i),-,-,-,9.630.635.500,(9.630.635.500),-,,,,9630635500.0,-9630635500.0,
Đầu tư khác,d) Đầu tư dài hạn khác > Đầu tư khác,Đầu tư khác,-,-,-,404.840.570,-,404.840.570,,,,404840570.0,,404840570.0
,,,16.500.000.000,-,16.500.000.000,26.535.476.070,(9.630.635.500),16.904.840.570,16500000000.0,,16500000000.0,26535476070.0,-9630635500.0,16904840570.0
