row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Khấu hao tài sản cố định (i),Khấu hao tài sản cố định (i),Khấu hao tài sản cố định (i),4.604.765.661,5.722.314.178,4604765661.0,5722314178.0
Phạt vi phạm hợp đồng giao hàng chậm,Phạt vi phạm hợp đồng giao hàng chậm,Phạt vi phạm hợp đồng giao hàng chậm,955.292.207,2.617.254.873,955292207.0,2617254873.0
Tiền bồi thường cho khách hàng mua căn hộ do chậm tiến độ bản giao theo hạng mục của công trình Samland River Side,Tiền bồi thường cho khách hàng mua căn hộ do chậm tiến độ bản giao theo hạng mục của công trình Samland River Side,Tiền bồi thường cho khách hàng mua căn hộ do chậm tiến độ bản giao theo hạng mục của công trình Samland River Side,404.489.614,2.197.352.706,404489614.0,2197352706.0
Tiền phạt chậm nộp thuế,Tiền phạt chậm nộp thuế,Tiền phạt chậm nộp thuế,386.841.040,-,386841040.0,
"Thanh lý, nhượng bán TSCĐ","Thanh lý, nhượng bán TSCĐ","Thanh lý, nhượng bán TSCĐ",164.468.960,-,164468960.0,
Tiền phạt trả trước khoản vay Ngân hàng Á Châu,Tiền phạt trả trước khoản vay Ngân hàng Á Châu,Tiền phạt trả trước khoản vay Ngân hàng Á Châu,100.000.000,-,100000000.0,
Các khoản bị phạt khác,Các khoản bị phạt khác,Các khoản bị phạt khác,166.197.408,395.383.005,166197408.0,395383005.0
Phạt vi phạm hành chính,Phạt vi phạm hành chính,Phạt vi phạm hành chính,15.600.000,1.006.118.607,15600000.0,1006118607.0
Giá trị còn lại do thanh lý nội thất căn hộ cho thuê,Giá trị còn lại do thanh lý nội thất căn hộ cho thuê,Giá trị còn lại do thanh lý nội thất căn hộ cho thuê,37.466.315,-,37466315.0,
Giá trị còn lại của công cụ dụng cụ thanh lý,Giá trị còn lại của công cụ dụng cụ thanh lý,Giá trị còn lại của công cụ dụng cụ thanh lý,-,179.082.821,,179082821.0
Chi phí khác,Chi phí khác,Chi phí khác,36.745.813,57.712.958,36745813.0,57712958.0
,,,6.871.867.018,12.175.219.148,6871867018.0,12175219148.0
