row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Mua sắm tài sản cố định,a) Mua sắm tài sản cố định,a) Mua sắm tài sản cố định,-,746.382.146,,746382146.0
b) Xây dựng cơ bản,b) Xây dựng cơ bản,b) Xây dựng cơ bản,134.286.832.517,389.543.204.772,134286832517.0,389543204772.0
Dự án khu dân cư Nhơn Trạch,Dự án khu dân cư Nhơn Trạch,Dự án khu dân cư Nhơn Trạch,57.919.436.167,54.528.410.224,57919436167.0,54528410224.0
Dự án khu nghi dưỡng cao cấp,Dự án khu nghi dưỡng cao cấp,Dự án khu nghi dưỡng cao cấp,67.632.903.325,256.966.391.890,67632903325.0,256966391890.0
Dự án KDC Bình Thắng,Dự án KDC Bình Thắng,Dự án KDC Bình Thắng,3.876.000.000,2.976.000.000,3876000000.0,2976000000.0
Cơ sở hạ tầng,Cơ sở hạ tầng,Cơ sở hạ tầng,1.131.209.909,32.435.828.483,1131209909.0,32435828483.0
Phần mềm ERP-LEMON3,Phần mềm ERP-LEMON3,Phần mềm ERP-LEMON3,950.625.000,739.375.000,950625000.0,739375000.0
Chi phí dự án Nông nghiệp DakNong,Chi phí dự án Nông nghiệp DakNong,Chi phí dự án Nông nghiệp DakNong,561.242.663,-,561242663.0,
Dự án sân Golf,Dự án sân Golf,Dự án sân Golf,363.569.999,-,363569999.0,
Dự án Samland Tân Vạn,Dự án Samland Tân Vạn,Dự án Samland Tân Vạn,54.015.454,-,54015454.0,
Đầu tư thiết bị sân xuất dây điện tử,Đầu tư thiết bị sân xuất dây điện tử,Đầu tư thiết bị sân xuất dây điện tử,-,2.748.681.183,,2748681183.0
Các công trình khác,Các công trình khác,Các công trình khác,1.797.830.000,39.148.517.992,1797830000.0,39148517992.0
c) Sửa chữa lớn tài sản cố định,c) Sửa chữa lớn tài sản cố định,c) Sửa chữa lớn tài sản cố định,1.222.558.819,-,1222558819.0,
,,,135.509.391.336,390.289.586.918,135509391336.0,390289586918.0
