row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Công ty TNHH Tư vấn Thiết kế và Quản lý dự án Hồng Ngọc,Công ty TNHH Tư vấn Thiết kế và Quản lý dự án Hồng Ngọc,Công ty TNHH Tư vấn Thiết kế và Quản lý dự án Hồng Ngọc,15.322.567.399,7.783.891.082,15322567399.0,7783891082.0
Công ty Cổ phần Thiết kế Xây dựng và Tư vấn Quản lý Dự án In Co,Công ty Cổ phần Thiết kế Xây dựng và Tư vấn Quản lý Dự án In Co,Công ty Cổ phần Thiết kế Xây dựng và Tư vấn Quản lý Dự án In Co,750.800.000,-,750800000.0,
Tổng Công ty TNHH Kleader (Hong Kong) International,Tổng Công ty TNHH Kleader (Hong Kong) International,Tổng Công ty TNHH Kleader (Hong Kong) International,523.351.600,-,523351600.0,
Công ty TNHH Đối Tác Việt,Công ty TNHH Đối Tác Việt,Công ty TNHH Đối Tác Việt,518.798.162,-,518798162.0,
Công ty TNHH Tư Vấn Xây dựng Thương Mại Bình Hưng,Công ty TNHH Tư Vấn Xây dựng Thương Mại Bình Hưng,Công ty TNHH Tư Vấn Xây dựng Thương Mại Bình Hưng,328.363.636,164.181.818,328363636.0,164181818.0
Đỗ Văn Long,Đỗ Văn Long,Đỗ Văn Long,328.280.000,328.280.000,328280000.0,328280000.0
Công ty TNHH LG International (H.K),Công ty TNHH LG International (H.K),Công ty TNHH LG International (H.K),-,10.514.548.380,,10514548380.0
Trả trước cho người bán khác,Trả trước cho người bán khác,Trả trước cho người bán khác,3.168.736.344,19.024.638.529,3168736344.0,19024638529.0
,,,20.940.897.141,37.815.539.809,20940897141.0,37815539809.0
