row_label_raw,row_label_full,col_0,Ngày cuối năm,Ngày đầu năm,numeric__Ngày cuối năm,numeric__Ngày đầu năm
,,,VND,VND,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,16.747.716.103,3.700.000.000,16747716103.0,3700000000.0
Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,16.630.283.177,19.523.272.817,16630283177.0,19523272817.0
,,,33.377.999.280,23.223.272.817,33377999280.0,23223272817.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),16.747.716.103,3.700.000.000,16747716103.0,3700000000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,16.630.283.177,19.523.272.817,16630283177.0,19523272817.0
