row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,01/01/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,2.670.457.375.092,3.191.535.721.531,,,2670457375092.0,3191535721531.0
210,210,210,I. Các khoản phải thu dài hạn,,382.203.605.796,583.967.920.100,,,382203605796.0,583967920100.0
212,212,212,1. Trả trước cho người bán dài hạn,06,907.256.666.534,1.095.810.166.534,,6.0,907256666534.0,1095810166534.0
216,216,216,2. Phải thu dài hạn khác,08,7.807.662.687,506.615.902.687,,8.0,7807662687.0,506615902687.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(532.860.723.425),(1.018.458.149.121),,,-532860723425.0,-1018458149121.0
220,220,220,II. Tài sản cố định,,1.308.098.187.504,1.348.259.080.647,,,1308098187504.0,1348259080647.0
221,221,221,1. Tài sản cố định hữu hình,13,1.205.573.746.801,1.243.627.550.834,,13.0,1205573746801.0,1243627550834.0
222,222,222,- Nguyên giá,,1.718.155.960.898,1.686.441.513.862,,,1718155960898.0,1686441513862.0
223,223,223,- Giá trị hao mòn lũy kế,,(512.582.214.097),(442.813.963.028),,,-512582214097.0,-442813963028.0
227,227,227,2. Tài sản cố định vô hình,14,102.524.440.703,104.631.529.813,,14.0,102524440703.0,104631529813.0
228,228,228,- Nguyên giá,,111.726.568.730,111.696.568.730,,,111726568730.0,111696568730.0
229,229,229,- Giá trị hao mòn lũy kế,,(9.202.128.027),(7.065.038.917),,,-9202128027.0,-7065038917.0
240,240,240,III. Tài sản dở dang dài hạn,12,208.478.150.079,223.350.269.043,,12.0,208478150079.0,223350269043.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,208.478.150.079,223.350.269.043,,,208478150079.0,223350269043.0
250,250,250,IV. Đầu tư tài chính dài hạn,04,237.195.367.746,483.728.227.940,,4.0,237195367746.0,483728227940.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,119.723.641.592,366.033.947.156,,,119723641592.0,366033947156.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,152.538.100.000,152.538.100.000,,,152538100000.0,152538100000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(35.066.373.846),(34.843.819.216),,,-35066373846.0,-34843819216.0
260,260,260,V. Tài sản dài hạn khác,,534.482.063.967,552.230.223.801,,,534482063967.0,552230223801.0
261,261,261,1. Chi phí trả trước dài hạn,15,424.005.893.036,407.861.047.868,,15.0,424005893036.0,407861047868.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36,86.595.982,459.385.796,,36.0,86595982.0,459385796.0
269,269,269,3. Lợi thế thương mại,16,110.389.574.949,143.909.790.137,,16.0,110389574949.0,143909790137.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.714.934.686.547,"5.354,709.374.403",,,4714934686547.0,5354.709374403
