row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 > VND,Năm 2017 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 > VND,numeric__Năm 2017 > VND
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,88.971.894.232,(431.086.424.860),,,88971894232.0,-431086424860.0
01,01,01,2. Điều chỉnh cho các khoản,,265.881.944.644,815.843.275.816,,,265881944644.0,815843275816.0
02,02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,111.174.543.877,108.837.344.965,,,111174543877.0,108837344965.0
03,03,03,- Các khoản dự phòng,,137.341.295.141,843.813.342.015,,,137341295141.0,843813342015.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(70.297.287),4.682.307,,,-70297287.0,4682307.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(69.093.087.038),(137.582.964.162),,,-69093087038.0,-137582964162.0
06,06,06,- Chi phí lãi vay,,86.529.489.951,770.870.691,,,86529489951.0,770870691.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,354.853.838.877,384.756.850.956,,,354853838877.0,384756850956.0
09,09,09,"- Tăng, giảm các khoản phải thu",,208.554.627.144,117.865.350.533,,,208554627144.0,117865350533.0
10,10,10,"- Tăng, giảm hàng tồn kho",,8.245.418.891,(1.052.849.322),,,8245418891.0,-1052849322.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(334.738.682.607),(62.990.080.870),,,-334738682607.0,-62990080870.0
12,12,12,"- Tăng, giảm chi phí trả trước",,(16.545.083.475),7.629.114.964,,,-16545083475.0,7629114964.0
14,14,14,- Tiền lãi vay đã trả,,(30.021.156.618),(59.842.795.395),,,-30021156618.0,-59842795395.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(39.988.704.961),(40.801.552.008),,,-39988704961.0,-40801552008.0
17,17,17,- Tiền chỉ khác cho hoạt động kinh doanh,,(6.388.705.387),(2.256.206.660),,,-6388705387.0,-2256206660.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,143.971.551.864,343.307.832.199,,,143971551864.0,343307832199.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"1. Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(21.885.619.063),(25.912.349.566),,,-21885619063.0,-25912349566.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,768.725.252,397.111.364,,,768725252.0,397111364.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(126.506.945.205),(59.900.000.000),,,-126506945205.0,-59900000000.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,40.928.789.896,3.000.000.000,,,40928789896.0,3000000000.0
26,26,26,5. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,292.500.000.000,324.980.000,,,292500000000.0,324980000.0
27,27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,22.805.563.055,21.918.430.031,,,22805563055.0,21918430031.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,208.610.513.935,(60.171.828.171),,,208610513935.0,-60171828171.0
