row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,01/01/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.044.477.311.456,2.163.173.652.872,,,2044477311456.0,2163173652872.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,365.783.831.175,416.294.201.953,,3.0,365783831175.0,416294201953.0
111,111,111,1. Tiền,,80.669.831.175,103.641.815.400,,,80669831175.0,103641815400.0
112,112,112,2. Các khoản tương đương tiền,,285.114.000.000,312.652.386.553,,,285114000000.0,312652386553.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,169.766.643.509,86.202.648.200,,4.0,169766643509.0,86202648200.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.597.559,53.998.597.559,,,53998597559.0,53998597559.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(44.880.109.359),(40.845.949.359),,,-44880109359.0,-40845949359.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,160.648.155.309,73.050.000.000,,,160648155309.0,73050000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.200.078.401.886,1.336.791.967.410,,,1200078401886.0,1336791967410.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,169.972.286.438,178.617.442.412,,5.0,169972286438.0,178617442412.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,448.810.858.960,454.400.792.231,,6.0,448810858960.0,454400792231.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,1.517.313.804.339,1.519.333.804.339,,7.0,1517313804339.0,1519333804339.0
136,136,136,4. Phải thu ngắn hạn khác,08,3.092.242.158.651,2.594.057.617.545,,8.0,3092242158651.0,2594057617545.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(4.035.760.421.101),(3.417.110.554.794),,,-4035760421101.0,-3417110554794.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,7.499.714.599,7.492.865.677,,9.0,7499714599.0,7492865677.0
140,140,140,IV. Hàng tồn kho,11,284.745.624.175,293.023.182.966,,11.0,284745624175.0,293023182966.0
141,141,141,1. Hàng tồn kho,,289.599.991.737,297.845.410.628,,,289599991737.0,297845410628.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(4.854.367.562),(4.822.227.662),,,-4854367562.0,-4822227662.0
150,150,150,V. Tài sản ngắn hạn khác,,24.102.810.711,30.861.652.343,,,24102810711.0,30861652343.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,9.323.466.198,10.329.821.115,,15.0,9323466198.0,10329821115.0
152,152,152,2. Thuế GTGT được khấu trừ,,4.742.482.450,9.746.763.864,,,4742482450.0,9746763864.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,10.036.862.063,10.785.067.364,,20.0,10036862063.0,10785067364.0
