row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ
,,,58.692.461.547,58.692.461.547,67.593.542.176,67.593.542.176,58692461547.0,58692461547.0,67593542176.0,67593542176.0
b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,,,,
- Phải trả người bán ngắn hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Phải trả người bán ngắn hạn,- Phải trả người bán ngắn hạn,54.023.789.073,54.023.789.073,62.473.881.671,62.473.881.671,54023789073.0,54023789073.0,62473881671.0,62473881671.0
- Phải trả người bán dài hạn,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Phải trả người bán dài hạn,- Phải trả người bán dài hạn,4.668.672.474,4.668.672.474,5.119.660.505,5.119.660.505,4668672474.0,4668672474.0,5119660505.0,5119660505.0
,,,58.692.461.547,58.692.461.547,67.593.542.176,67.593.542.176,58692461547.0,58692461547.0,67593542176.0,67593542176.0
c) Số nợ quá hạn chưa thanh toán,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > c) Số nợ quá hạn chưa thanh toán,c) Số nợ quá hạn chưa thanh toán,13.177.110.490,13.177.110.490,16.897.005.204,16.897.005.204,13177110490.0,13177110490.0,16897005204.0,16897005204.0
- Công ty Cổ phần Thống Nhất 508,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty Cổ phần Thống Nhất 508,- Công ty Cổ phần Thống Nhất 508,2.239.847.346,2.239.847.346,2.239.847.346,2.239.847.346,2239847346.0,2239847346.0,2239847346.0,2239847346.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,5.346.065.332,5.346.065.332,5.346.065.332,5.346.065.332,5346065332.0,5346065332.0,5346065332.0,5346065332.0
- Công ty TNHH Bê Tông và Xây dựng Minh Đức,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty TNHH Bê Tông và Xây dựng Minh Đức,- Công ty TNHH Bê Tông và Xây dựng Minh Đức,-,-,1.998.173.220,1.998.173.220,,,1998173220.0,1998173220.0
- Công ty TNHH VNT,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Công ty TNHH VNT,- Công ty TNHH VNT,1.278.702.061,1.278.702.061,1.849.806.891,1.849.806.891,1278702061.0,1278702061.0,1849806891.0,1849806891.0
- Chi nhánh Công ty Cổ phần của số Nhựa Châu Âu tại Đà Nẵng,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Chi nhánh Công ty Cổ phần của số Nhựa Châu Âu tại Đà Nẵng,- Chi nhánh Công ty Cổ phần của số Nhựa Châu Âu tại Đà Nẵng,2.672.432.244,2.672.432.244,3.372.432.244,3.372.432.244,2672432244.0,2672432244.0,3372432244.0,3372432244.0
- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC - Công ty TNHH MTV,1.640.063.507,1.640.063.507,2.090.680.171,2.090.680.171,1640063507.0,1640063507.0,2090680171.0,2090680171.0
,,,13.177.110.490,13.177.110.490,16.897.005.204,16.897.005.204,13177110490.0,13177110490.0,16897005204.0,16897005204.0
d) Phải trả người bán là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 44),b) Phải trả người bán chỉ tiết theo kỳ hạn thanh toán > d) Phải trả người bán là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 44),d) Phải trả người bán là các bên liên quan(Xem thông tin chi tiết tại Thuyết minh 44),1.278.702.061,1.278.702.061,1.849.806.891,1.849.806.891,1278702061.0,1278702061.0,1849806891.0,1849806891.0
