row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2018 > VND,01/01/2018 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__01/01/2018 > VND
400,400,400,D. VỐN CHỦ SỞ HỮU,,874.764.623.221,844.155.033.423,,,874764623221.0,844155033423.0
410,410,410,1. Vốn chủ sở hữu,24,874.764.623.221,844.155.033.423,,24.0,874764623221.0,844155033423.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
411a,411a,411a,Cổ đông phổ thông có quyền biểu quyết,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,1.286.825.482,1.286.825.482,,,1286825482.0,1286825482.0
415,415,415,3. Cổ phiếu quỹ,,(10.000),(10.000),,,-10000.0,-10000.0
418,418,418,4. Quỹ đầu tư phát triển,,110.486.383.968,110.125.963.730,,,110486383968.0,110125963730.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,14.345.072.839,14.345.072.839,,,14345072839.0,14345072839.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,(2.860.994.436.935),(2.884.120.830.947),,,-2860994436935.0,-2884120830947.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,(2.887.007.997.483),(2.411.621.420.044),,,-2887007997483.0,-2411621420044.0
421b,421b,421b,LNST chưa phân phối năm nay,,26.013.560.548,(472.499.410.903),,,26013560548.0,-472499410903.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,609.640.787.867,602.518.012.319,,,609640787867.0,602518012319.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.714.934.686.547,5.354.709.374.403,,,4714934686547.0,5354709374403.0
