row_label_raw,row_label_full,col_0,Cuối năm,Tỷ lệ,Đầu năm,Tỷ lệ_1,numeric__Cuối năm,numeric__Tỷ lệ,numeric__Đầu năm,numeric__Tỷ lệ_1
,,,VND,%,VND,%,,,,
Doanh Nghiệp Tư nhân Hà Bảo (*),Doanh Nghiệp Tư nhân Hà Bảo (*),Doanh Nghiệp Tư nhân Hà Bảo (*),160.000.000.000,"5,33%",847.791.400.000,"28,26%",160000000000.0,0.0533,847791400000.0,0.2826
Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,150.000.000.000,"5,00%",-,"0,00%",150000000000.0,0.05,,0.0
Cục Thị hành án Dân sự Thành phố Hà Nội,Cục Thị hành án Dân sự Thành phố Hà Nội,Cục Thị hành án Dân sự Thành phố Hà Nội,360.562.350.000,"12,02%",-,"0,00%",360562350000.0,0.1202,,0.0
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,2.329.437.650.000,"77,65%",2.152.208.600.000,"71,74%",2329437650000.0,0.7765000000000001,2152208600000.0,0.7173999999999999
,,,3.000.000.000.000,100%,3.000.000.000.000,100%,3000000000000.0,1.0,3000000000000.0,1.0
