row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
,,,VND,VND,,
Chi phí thuế TNDN Công ty mẹ,Chi phí thuế TNDN Công ty mẹ,Chi phí thuế TNDN Công ty mẹ,-,128.590.265,,128590265.0
Chi phí thuế TNDN các Công ty con,Chi phí thuế TNDN các Công ty con,Chi phí thuế TNDN các Công ty con,40.505.647.573,39.853.481.943,40505647573.0,39853481943.0
,,,40.505.647.573,39.982.072.208,40505647573.0,39982072208.0
36. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,,
a) Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại,31/12/2018,01/01/2018,,
,,,VND,VND,,
- Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,a) Tài sản thuế thu nhập hoãn lại > - Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,- Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,86.595.982,459.385.796,86595982.0,459385796.0
Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,86.595.982,459.385.796,86595982.0,459385796.0
b) Thuế thu nhập hoãn lại phải trả,b) Thuế thu nhập hoãn lại phải trả,b) Thuế thu nhập hoãn lại phải trả,31/12/2018,01/01/2018,,
,,,VND,VND,,
- Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,b) Thuế thu nhập hoãn lại phải trả > - Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,- Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,87.207.042.115,87.414.515.129,87207042115.0,87414515129.0
Thuế thu nhập hoãn lại phải trả,b) Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,87.207.042.115,87.414.515.129,87207042115.0,87414515129.0
c) Chi phí thuế TNDN hoãn lại,c) Chi phí thuế TNDN hoãn lại,c) Chi phí thuế TNDN hoãn lại,Năm 2018,Năm 2017,,
,,,VND,VND,,
- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,c) Chi phí thuế TNDN hoãn lại > - Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,- Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,141.536.135,377.855.840,141536135.0,377855840.0
,,,141.536.135,377.855.840,141536135.0,377855840.0
