row_label_raw,row_label_full,col_0,Đơn vị tính,31/12/2018,01/01/2018,numeric__Đơn vị tính,numeric__31/12/2018,numeric__01/01/2018
Đô la Mỹ,Đô la Mỹ,Đô la Mỹ,USD,"343.357,68","23.854,14",,343357.68,23854.14
Euro,Euro,Euro,EUR,"220,00","630,00",,220.0,630.0
Yên Nhật,Yên Nhật,Yên Nhật,JPY,"10.000,00","30.000,00",,10000.0,30000.0
Đô la Úc,Đô la Úc,Đô la Úc,CNY,"800,00","1.995,00",,800.0,1995.0
