row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.244.009.946.993,1.135.767.979.846,,26.0,1244009946993.0,1135767979846.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,1.279.739.233,2.054.101.321,,27.0,1279739233.0,2054101321.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,1.242.730.207.760,1.133.713.878.525,,,1242730207760.0,1133713878525.0
11,11,11,4. Giá vốn hàng bán,28,721.977.145.477,519.311.660.103,,28.0,721977145477.0,519311660103.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,520.753.062.283,614.402.218.422,,,520753062283.0,614402218422.0
21,21,21,6. Doanh thu hoạt động tài chính,29,104.248.991.927,23.047.799.043,,29.0,104248991927.0,23047799043.0
22,22,22,7. Chi phí tài chính,30,92.864.122.448,3.693.167.012,,30.0,92864122448.0,3693167012.0
23,23,23,Trong đó: Chi phí lãi vay,,86.529.489.951,770.870.691,,,86529489951.0,770870691.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,5.776.696.380,117.892.323.910,,,5776696380.0,117892323910.0
25,25,25,9. Chi phí bán hàng,31,148.470.881.999,145.176.291.397,,31.0,148470881999.0,145176291397.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,288.093.594.031,1.017.858.883.353,,32.0,288093594031.0,1017858883353.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,101.350.152.112,(411.386.000.387),,,101350152112.0,-411386000387.0
31,31,31,12. Thu nhập khác,33,4.172.829.395,6.674.331.245,,33.0,4172829395.0,6674331245.0
32,32,32,13. Chi phí khác,34,16.551.087.274,26.374.755.718,,34.0,16551087274.0,26374755718.0
40,40,40,14. Lợi nhuận khác,,(12.378.257.879),(19.700.424.473),,,-12378257879.0,-19700424473.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,88.971.894.232,(431.086.424.860),,,88971894232.0,-431086424860.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,35,40.505.647.573,39.982.072.208,,35.0,40505647573.0,39982072208.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,36,141.536.135,377.855.840,,36.0,141536135.0,377855840.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,48.324.710.524,(471.446.352.908),,,48324710524.0,-471446352908.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,26.013.560.548,(472.517.350.873),,,26013560548.0,-472517350873.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,22.311.149.976,1.070.997.965,,,22311149976.0,1070997965.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,87,(1.575),,37.0,87.0,-1575.0
