row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,1. Lợi nhuận trước thuế,,(621.815.998.563),(767.549.293.334),,,-621815998563.0,-767549293334.0
01,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,2. Điều chính cho các khoản,,712.748.823.459,798.069.363.003,,,712748823459.0,798069363003.0
02,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,436.124.645,8.580.244.250,,,436124645.0,8580244250.0
03,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,795.839.879.791,781.537.323.231,,,795839879791.0,781537323231.0
05,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(8.889.194.291),(53.756.463.304),,,-8889194291.0,-53756463304.0
06,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,(74.637.986.686),61.708.258.826,,,-74637986686.0,61708258826.0
08,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn tiêu động,,90.932.824.896,30.520.069.669,,,90932824896.0,30520069669.0
09,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,116.012.298.485,135.385.601.392,,,116012298485.0,135385601392.0
10,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,(27.000.593.745),3.082.784.684,,,-27000593745.0,3082784684.0
11,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(44.944.989.299),(166.198.459.037),,,-44944989299.0,-166198459037.0
12,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,7.904.415.160,550.278.830,,,7904415160.0,550278830.0
14,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(28.248.960.328),(3.588.783.333),,,-28248960328.0,-3588783333.0
16,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,-,73.540.000,,,,73540000.0
17,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(101.200.000),(562.567.452),,,-101200000.0,-562567452.0
20,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,114.553.795.169,(737.535.247),,,114553795169.0,-737535247.0
