row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017 (Đã điều chỉnh),01/01/2017 (Đã điều chỉnh)_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017 (Đã điều chỉnh),numeric__01/01/2017 (Đã điều chỉnh)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Bầu tư vào Công ty con,Bầu tư vào Công ty con,Bầu tư vào Công ty con,1.637.804.972.100,(883.684.708.303),1.637.993.972.100,(923.337.758.275),1637804972100.0,-883684708303.0,1637993972100.0,-923337758275.0
"- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (""OCH"") (1)","- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (""OCH"") (1)","- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương (""OCH"") (1)",1.109.989.000.000,(443.095.868.556),1.110.500.000.000,(446.132.272.164),1109989000000.0,-443095868556.0,1110500000000.0,-446132272164.0
"- Công ty Cổ phần Đầu tư Đại Dương Thăng Long (""OTL"") (2)","- Công ty Cổ phần Đầu tư Đại Dương Thăng Long (""OTL"") (2)","- Công ty Cổ phần Đầu tư Đại Dương Thăng Long (""OTL"") (2)",480.465.301.009,(433.420.806.483),480.465.301.009,(470.037.452.847),480465301009.0,-433420806483.0,480465301009.0,-470037452847.0
"- Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (""ORNC"") (3)","- Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (""ORNC"") (3)","- Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (""ORNC"") (3)",11.267.000.000,(4.349.292.373),10.960.000.000,(4.349.292.373),11267000000.0,-4349292373.0,10960000000.0,-4349292373.0
"- Công ty Cổ phần Sở giao dịch hàng hóa INFO (""INFO"") (3)","- Công ty Cổ phần Sở giao dịch hàng hóa INFO (""INFO"") (3)","- Công ty Cổ phần Sở giao dịch hàng hóa INFO (""INFO"") (3)",2.818.740.891,(2.818.740.891),2.818.740.891,(2.818.740.891),2818740891.0,-2818740891.0,2818740891.0,-2818740891.0
"- Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (""TKD"") (3)(4)","- Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (""TKD"") (3)(4)","- Công ty Đầu tư Kinh doanh Bất động sản TKD Việt Nam (""TKD"") (3)(4)",45.000.000,-,30.000.000,-,45000000.0,,30000000.0,
- Công ty Cổ phần Fafim Việt Nam (3) (5),- Công ty Cổ phần Fafim Việt Nam (3) (5),- Công ty Cổ phần Fafim Việt Nam (3) (5),33.219.930.200,-,33.219.930.200,-,33219930200.0,,33219930200.0,
"Bầu tư vào Công ty liên doanh, liên kết","Bầu tư vào Công ty liên doanh, liên kết","Bầu tư vào Công ty liên doanh, liên kết",533.228.000.000,(136.500.000.000),533.228.000.000,(81.086.365.290),533228000000.0,-136500000000.0,533228000000.0,-81086365290.0
"- Công ty Cổ phần Chứng khoán Đại Dương (""OCS"") (3) (6)","- Công ty Cổ phần Chứng khoán Đại Dương (""OCS"") (3) (6)","- Công ty Cổ phần Chứng khoán Đại Dương (""OCS"") (3) (6)",429.000.000.000,(136.500.000.000),429.000.000.000,(77.049.596.118),429000000000.0,-136500000000.0,429000000000.0,-77049596118.0
"- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (""BOT"") (3)","- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (""BOT"") (3)","- Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (""BOT"") (3)",104.228.000.000,-,104.228.000.000,(4.036.769.172),104228000000.0,,104228000000.0,-4036769172.0
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,31.491.200.000,-,31.491.200.000,-,31491200000.0,,31491200000.0,
- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (3) (6),- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (3) (6),- Công ty Cổ phần Máy tính và Truyền thông Việt Nam (3) (6),31.491.200.000,-,31.491.200.000,-,31491200000.0,,31491200000.0,
,,,2.202.524.172.100,(1.020.184.708.303),2.202.713.172.100,(1.004.424.123.565),2202524172100.0,-1020184708303.0,2202713172100.0,-1004424123565.0
