row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,-,-,3.198.679.842,227.013.511,-,2.971.666.331,,,3198679842.0,227013511.0,,2971666331.0
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,1.214.808.848,-,128.590.265,-,1.086.218.583,-,1214808848.0,,128590265.0,,1086218583.0,
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,107.570.918,841.307.175,876.378.155,-,72.499.938,,107570918.0,841307175.0,876378155.0,,72499938.0
"- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",10.489.160,-,-,-,10.489.160,-,10489160.0,,,,10489160.0,
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,-,4.000.000,4.000.000,-,-,,,4000000.0,4000000.0,,
,,,1.225.298.008,107.570.918,4.172.577.282,1.107.391.666,1.096.707.743,3.044.166.269,1225298008.0,107570918.0,4172577282.0,1107391666.0,1096707743.0,3044166269.0
