row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 > VND,01/01/2017 (Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 > VND,numeric__01/01/2017 (Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,2.144.010.186.664,2.460.941.470.370,,,2144010186664.0,2460941470370.0
210,210,210,I. Các khoản phải thu dài hạn,,582.519.500.977,827.146.754.534,,,582519500977.0,827146754534.0
212,212,212,1. Trả trước cho người bán dài hạn,06,1.095.810.166.534,1.175.338.378.374,,6.0,1095810166534.0,1175338378374.0
219,219,219,2. Dự phòng phải thu dài hạn khó đòi,,(513.290.665.557),(348.191.623.840),,,-513290665557.0,-348191623840.0
220,220,220,II. Tài sản cố định,,1.769.623.982,2.205.748.627,,,1769623982.0,2205748627.0
221,221,221,1. Tài sản cố định hữu hình,13,1.769.623.982,2.205.748.627,,13.0,1769623982.0,2205748627.0
222,222,222,- Nguyên giá,,5.500.159.965,5.500.159.965,,,5500159965.0,5500159965.0
223,223,223,- Giá trị hao môn lũy kế,,(3.730.535.983),(3.294.411.338),,,-3730535983.0,-3294411338.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,- Nguyên giá,,216.000.000,216.000.000,,,216000000.0,216000000.0
229,227 > 229,229,- Giá trị hao môn lũy kế,,(216.000.000),(216.000.000),,,-216000000.0,-216000000.0
240,227 > 240,240,III. Tài sản dở dang dài hạn,,44.921.007.858,93.000.386.189,,,44921007858.0,93000386189.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,12,44.921.007.858,93.000.386.189,,12.0,44921007858.0,93000386189.0
250,227 > 250,250,IV. Đầu tư tài chính dài hạn,04,1.182.339.463.797,1.198.289.048.535,,4.0,1182339463797.0,1198289048535.0
251,227 > 251,251,1. Đầu tư vào công ty con,,1.637.804.972.100,1.637.993.972.100,,,1637804972100.0,1637993972100.0
252,227 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,533.228.000.000,533.228.000.000,,,533228000000.0,533228000000.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,,31.491.200.000,31.491.200.000,,,31491200000.0,31491200000.0
254,227 > 254,254,4. Dự phòng đầu tư tài chính dài hạn,,(1.020.184.708.303),(1.004.424.123.565),,,-1020184708303.0,-1004424123565.0
260,227 > 260,260,V. Tài sản dài hạn khác,,332.460.590.050,340.299.532.485,,,332460590050.0,340299532485.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,14,332.460.590.050,340.299.532.485,,14.0,332460590050.0,340299532485.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,2.766.334.591.243,3.523.899.313.311,,,2766334591243.0,3523899313311.0
