row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2017 VND,01/01/2017 (Đã điều chỉnh) VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__01/01/2017 (Đã điều chỉnh) VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,622.324.404.579,1.062.957.842.941,,,622324404579.0,1062957842941.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,144.361.672.505,16.297.785.702,,3.0,144361672505.0,16297785702.0
111,111,111,1. Tiền,,27.007.697.505,4.452.785.702,,,27007697505.0,4452785702.0
112,112,112,2. Các khoản tương đương tiền,,117.353.975.000,11.845.000.000,,,117353975000.0,11845000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,14.802.555.000,17.323.905.000,,4.0,14802555000.0,17323905000.0
121,121,121,1. Chứng khoán kinh doanh,,53.998.425.000,53.998.425.000,,,53998425000.0,53998425000.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(40.845.870.000),(38.324.520.000),,,-40845870000.0,-38324520000.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,,1.650.000.000,1.650.000.000,,,1650000000.0,1650000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,420.282.549.647,1.017.834.233.053,,,420282549647.0,1017834233053.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,117.522.524.789,126.364.050.151,,5.0,117522524789.0,126364050151.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,211.962.005.746,180.249.872.219,,6.0,211962005746.0,180249872219.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,1.321.133.804.339,1.321.133.804.339,,7.0,1321133804339.0,1321133804339.0
136,136,136,4. Phải thu ngắn hạn khác,08,864.026.002.556,876.811.618.453,,8.0,864026002556.0,876811618453.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(2.097.871.336.036),(1.490.234.660.362),,,-2097871336036.0,-1490234660362.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,3.509.548.253,3.509.548.253,,9.0,3509548253.0,3509548253.0
140,140,140,IV. Hàng tồn kho,11,41.772.667.052,9.772.073.307,,11.0,41772667052.0,9772073307.0
141,141,141,1. Hàng tồn kho,,46.594.894.714,9.772.073.307,,,46594894714.0,9772073307.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(4.822.227.662),-,,,-4822227662.0,
150,150,150,V. Tài sản ngắn hạn khác,,1.104.960.375,1.729.845.879,,,1104960375.0,1729845879.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,14,-,65.472.725,,14.0,,65472725.0
152,152,152,2. Thuế GTGT được khấu trừ,,8.252.632,439.075.146,,,8252632.0,439075146.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,1.096.707.743,1.225.298.008,,18.0,1096707743.0,1225298008.0
