row_label_raw,row_label_full,col_0,31/12/2017,17(Đã điều chỉnh),numeric__31/12/2017,numeric__17(Đã điều chỉnh)
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,
- Chi phí lãi vay,a) Ngắn hạn > - Chi phí lãi vay,- Chi phí lãi vay,6.714.028.394,146.998.885.630,6714028394.0,146998885630.0
- Trích trước giá vốn các hợp đồng xây dựng,a) Ngắn hạn > - Trích trước giá vốn các hợp đồng xây dựng,- Trích trước giá vốn các hợp đồng xây dựng,532.724.991,7.636.227.040,532724991.0,7636227040.0
- Trích trước tiền lãi phạt do chậm thanh toán,a) Ngắn hạn > - Trích trước tiền lãi phạt do chậm thanh toán,- Trích trước tiền lãi phạt do chậm thanh toán,18.897.722.716,15.300.000.000,18897722716.0,15300000000.0
- Chi phí phải trả khác,a) Ngắn hạn > - Chi phí phải trả khác,- Chi phí phải trả khác,2.318.977.612,6.205.534.429,2318977612.0,6205534429.0
,,,28.463.453.713,176.140.647.099,28463453713.0,176140647099.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
- Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),b) Dài hạn > - Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),- Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),37.397.910.222,-,37397910222.0,
- Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),b) Dài hạn > - Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),- Chi phí lãi vay phải trả Ngân hàng TMCP Quốc Dân(Chi tiết tại Thuyết minh số 15(1)),37.397.910.222,-,37397910222.0,
,,,37.397.910.222,-,37397910222.0,
