row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017(Đã điều chỉnh),01/01/2017(Đã điều chỉnh)_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017(Đã điều chỉnh),numeric__01/01/2017(Đã điều chỉnh)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,144.361.672.505,-,16.297.785.702,-,144361672505.0,,16297785702.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",981.548.527.345,(844.743.543.306),1.003.175.668.604,(744.082.234.720),981548527345.0,-844743543306.0,1003175668604.0,-744082234720.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,1.322.783.804.339,(1.079.815.331.876),1.322.783.804.339,(612.401.723.064),1322783804339.0,-1079815331876.0,1322783804339.0,-612401723064.0
Đầu tư ngắn hạn,Tài sản tài chính > Đầu tư ngắn hạn,Đầu tư ngắn hạn,53.998.425.000,(40.845.870.000),53.998.425.000,(38.324.520.000),53998425000.0,-40845870000.0,53998425000.0,-38324520000.0
Đầu tư dài hạn,Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,31.491.200.000,-,31.491.200.000,-,31491200000.0,,31491200000.0,
,,,2.534.183.629.189,(1.965.404.745.182),2.427.746.883.645,(1.394.808.477.784),2534183629189.0,-1965404745182.0,2427746883645.0,-1394808477784.0
