row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,01/01/2017(Dã điều chỉnh),01/01/2017(Dã điều chỉnh)_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__01/01/2017(Dã điều chỉnh),numeric__01/01/2017(Dã điều chỉnh)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Chỉ phí sản xuất kinh doanh các dự án,Chỉ phí sản xuất kinh doanh các dự án,Chỉ phí sản xuất kinh doanh các dự án,46.594.894.714,(4.822.227.662),9.772.073.307,-,46594894714.0,-4822227662.0,9772073307.0,
Dự án công trình Trung tâm hội nghị 800 chỗ - Nghệ An,Dự án công trình Trung tâm hội nghị 800 chỗ - Nghệ An,Dự án công trình Trung tâm hội nghị 800 chỗ - Nghệ An,5.919.952.503,-,5.919.952.503,-,5919952503.0,,5919952503.0,
Dự án Oceanmart Can Lộc - Hà Tĩnh (*),Dự án Oceanmart Can Lộc - Hà Tĩnh (*),Dự án Oceanmart Can Lộc - Hà Tĩnh (*),9.822.227.662,(4.822.227.662),-,-,9822227662.0,-4822227662.0,,
Dự án StarCity Lê Văn Lương,Dự án StarCity Lê Văn Lương,Dự án StarCity Lê Văn Lương,26.224.000.000,-,-,-,26224000000.0,,,
Dự án Nam Đàn Plaza,Dự án Nam Đàn Plaza,Dự án Nam Đàn Plaza,3.527.157.992,-,3.477.157.992,-,3527157992.0,,3477157992.0,
Dự án khác,Dự án khác,Dự án khác,1.101.556.557,-,374.962.812,-,1101556557.0,,374962812.0,
,,,46.594.894.714,(4.822.227.662),9.772.073.307,-,46594894714.0,-4822227662.0,9772073307.0,
