row_label_raw,row_label_full,col_0,31/12/2017,01/01/2017(Da điều chỉnh),numeric__31/12/2017,numeric__01/01/2017(Da điều chỉnh)
,,,VND,VND,,
- Quỹ đầu tư phát triển,- Quỹ đầu tư phát triển,- Quỹ đầu tư phát triển,99.871.176.744,99.871.176.744,99871176744.0,99871176744.0
- Quỹ khác thuộc vốn chủ sở hữu,- Quỹ khác thuộc vốn chủ sở hữu,- Quỹ khác thuộc vốn chủ sở hữu,10.830.443.286,10.830.443.286,10830443286.0,10830443286.0
,,,110.701.620.030,110.701.620.030,110701620030.0,110701620030.0
