row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2023 VND,Năm 2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,01,25,9.804.102.168.176,8.042.189.188.194,1.0,25.0,9804102168176.0,8042189188194.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,26,56.692.763.178,60.698.507.108,2.0,26.0,56692763178.0,60698507108.0
3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,10,,9.747.409.404.998,7.981.490.681.086,10.0,,9747409404998.0,7981490681086.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,6.423.561.443.627,5.548.484.642.199,11.0,27.0,6423561443627.0,5548484642199.0
5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,20,,3.323.847.961.371,2.433.006.038.887,20.0,,3323847961371.0,2433006038887.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,507.722.088.414,330.772.924.133,21.0,28.0,507722088414.0,330772924133.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,29,138.891.494.695,83.722.680.028,22.0,29.0,138891494695.0,83722680028.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,136.264.011.316,83.170.019.490,23.0,,136264011316.0,83170019490.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,30.a,781.780.887.375,844.974.401.832,25.0,,781780887375.0,844974401832.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,30.b,389.200.950.492,229.538.554.955,26.0,,389200950492.0,229538554955.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,2.521.696.717.223,1.605.543.326.205,30.0,,2521696717223.0,1605543326205.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,31,94.177.616.936,43.968.955.633,31.0,31.0,94177616936.0,43968955633.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,32,3.053.207.308,4.593.899.324,32.0,32.0,3053207308.0,4593899324.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,91.124.409.628,39.375.056.309,40.0,,91124409628.0,39375056309.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,2.612.821.126.851,1.644.918.382.514,50.0,,2612821126851.0,1644918382514.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,33,263.147.356.576,218.549.615.435,51.0,33.0,263147356576.0,218549615435.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,60,,2.349.673.770.275,1.426.368.767.079,60.0,,2349673770275.0,1426368767079.0
