row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,4.854.959.753.985,5.019.912.762.814,,,4854959753985.0,5019912762814.0
210,210,210,I. Các khoản phải thu dài hạn,,603.832.172.539,607.707.396.724,,,603832172539.0,607707396724.0
211,211,211,1. Phải thu dài hạn của khách hàng,5,595.149.412.491,599.119.636.676,,5.0,595149412491.0,599119636676.0
216,216,216,2. Phải thu dài hạn khác,7,8.682.760.048,8.587.760.048,,7.0,8682760048.0,8587760048.0
220,220,220,II. Tài sản cố định,,3.716.439.011.761,3.772.497.164.725,,,3716439011761.0,3772497164725.0
221,221,221,1. Tài sản cố định hữu hình,12,2.900.374.185.227,2.951.905.115.601,,12.0,2900374185227.0,2951905115601.0
222,222,222,- Nguyên giá,,6.236.568.167.979,6.226.053.766.059,,,6236568167979.0,6226053766059.0
223,223,223,- Giá trị hao mòn lũy kế,,(3.336.193.982.752),(3.274.148.650.458),,,-3336193982752.0,-3274148650458.0
227,227,227,2. Tài sản cố định vô hình,13,816.064.826.534,820.592.049.124,,13.0,816064826534.0,820592049124.0
228,228,228,- Nguyên giá,,854.673.296.162,858.397.811.162,,,854673296162.0,858397811162.0
229,229,229,- Giá trị hao mòn lũy kế,,(38.608.469.628),(37.805.762.038),,,-38608469628.0,-37805762038.0
230,230,230,III. Bất động sản đầu tư,14,23.323.940.367,23.594.686.518,,14.0,23323940367.0,23594686518.0
231,231,231,- Nguyên giá,,49.576.252.218,49.576.252.218,,,49576252218.0,49576252218.0
232,232,232,- Giá trị hao mòn lũy kế,,(26.252.311.851),(25.981.565.700),,,-26252311851.0,-25981565700.0
240,240,240,IV. Tài sản dở dang dài hạn,11,82.146.089.587,82.745.456.513,,11.0,82146089587.0,82745456513.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,5.021.110.927,5.045.592.487,,,5021110927.0,5045592487.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,77.124.978.660,77.699.864.026,,,77124978660.0,77699864026.0
250,250,250,V. Đầu tư tài chính dài hạn,4,203.551.011.102,309.195.900.568,,4.0,203551011102.0,309195900568.0
251,251,251,1. Đầu tư vào công ty con,,28.771.200.000,28.771.200.000,,,28771200000.0,28771200000.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,210.519.726.068,208.074.783.306,,,210519726068.0,208074783306.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,75.100.108.871,75.100.108.871,,,75100108871.0,75100108871.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(110.920.023.837),(2.750.191.609),,,-110920023837.0,-2750191609.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,,80.000.000,-,,,80000000.0,
260,260,260,VI. Tài sản dài hạn khác,,225.667.528.629,224.172.157.766,,,225667528629.0,224172157766.0
261,261,261,1. Chi phí trả trước dài hạn,15,222.338.580.387,223.043.236.170,,15.0,222338580387.0,223043236170.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,35.a,3.328.948.242,1.128.921.596,,,3328948242.0,1128921596.0
270,270,270,TỔNG CỘNG TÀI SẢN,,8.891.964.599.502,10.801.657.586.155,,,8891964599502.0,10801657586155.0
