row_label_raw,row_label_full,col_0,09/10/2018 > Giá trịVND,09/10/2018 > Số có khả năng trả nợVND,Trong kỳ > TăngVND,Trong kỳ > GiảmVND,31/12/2018 > Giá trịVND,31/12/2018 > Số có khả năng trả nợVND,numeric__09/10/2018 > Giá trịVND,numeric__09/10/2018 > Số có khả năng trả nợVND,numeric__Trong kỳ > TăngVND,numeric__Trong kỳ > GiảmVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Số có khả năng trả nợVND
b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,b) Vay dài hạn- Vay dài hạn,112.217.976.827,115.207.632.133,11.726.000.000,32.687.787.556,91.256.189.271,91.256.189.271,112217976827.0,115207632133.0,11726000000.0,32687787556.0,91256189271.0,91256189271.0
Ngân hàng TMCP An Bình - CN An Giang(12),Ngân hàng TMCP An Bình - CN An Giang(12),Ngân hàng TMCP An Bình - CN An Giang(12),3.610.496.273,3.610.496.273,-,598.977.000,3.011.519.273,3.011.519.273,3610496273.0,3610496273.0,,598977000.0,3011519273.0,3011519273.0
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(16),Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(16),Ngân hàng TMCP Phát triển TP. Hồ Chí Minh(16),6.020.820.520,6.020.820.520,-,666.575.250,5.354.245.270,5.354.245.270,6020820520.0,6020820520.0,,666575250.0,5354245270.0,5354245270.0
Ngân hàng TMCP Ngoại thương Việt Nam(17),Ngân hàng TMCP Ngoại thương Việt Nam(17),Ngân hàng TMCP Ngoại thương Việt Nam(17),21.098.241.085,24.087.896.391,1.436.000.000,9.817.235.306,12.717.005.779,12.717.005.779,21098241085.0,24087896391.0,1436000000.0,9817235306.0,12717005779.0,12717005779.0
Ngân hàng TMCP Đầu tư & Phát triển Việt Nam(18),Ngân hàng TMCP Đầu tư & Phát triển Việt Nam(18),Ngân hàng TMCP Đầu tư & Phát triển Việt Nam(18),13.062.314.451,13.062.314.451,290.000.000,1.595.000.000,11.757.314.451,11.757.314.451,13062314451.0,13062314451.0,290000000.0,1595000000.0,11757314451.0,11757314451.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam(19),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam(19),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam(19),28.691.425.000,28.691.425.000,-,-,28.691.425.000,28.691.425.000,28691425000.0,28691425000.0,,,28691425000.0,28691425000.0
Ngân hàng TMCP Bưu Điện Liên Việt - CN Vĩnh Long(20),Ngân hàng TMCP Bưu Điện Liên Việt - CN Vĩnh Long(20),Ngân hàng TMCP Bưu Điện Liên Việt - CN Vĩnh Long(20),5.455.479.498,5.455.479.498,-,10.000.000,5.445.479.498,5.445.479.498,5455479498.0,5455479498.0,,10000000.0,5445479498.0,5445479498.0
Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(21),Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(21),Ngân hàng TMCP Việt Nam Thương Tín - Chi nhánh TP. Hồ Chí Minh(21),30.000.000.000,30.000.000.000,10.000.000.000,20.000.000.000,20.000.000.000,20.000.000.000,30000000000.0,30000000000.0,10000000000.0,20000000000.0,20000000000.0,20000000000.0
Ngân hàng TMCP Quản đội - Chi nhánh Bình Thuận(22),Ngân hàng TMCP Quản đội - Chi nhánh Bình Thuận(22),Ngân hàng TMCP Quản đội - Chi nhánh Bình Thuận(22),2.779.200.000,2.779.200.000,-,-,2.779.200.000,2.779.200.000,2779200000.0,2779200000.0,,,2779200000.0,2779200000.0
Quỹ Phát triển Khoa học và Công nghệ Tỉnh Bến Tre(23),Quỹ Phát triển Khoa học và Công nghệ Tỉnh Bến Tre(23),Quỹ Phát triển Khoa học và Công nghệ Tỉnh Bến Tre(23),1.500.000.000,1.500.000.000,-,-,1.500.000.000,1.500.000.000,1500000000.0,1500000000.0,,,1500000000.0,1500000000.0
,,,112.217.976.827,115.207.632.133,11.726.000.000,32.687.787.556,91.256.189.271,91.256.189.271,112217976827.0,115207632133.0,11726000000.0,32687787556.0,91256189271.0,91256189271.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(66.100.466.785),(66.100.466.785),(6.838.494.361),(13.190.575.250),(59.748.385.896),(59.748.385.896),-66100466785.0,-66100466785.0,-6838494361.0,-13190575250.0,-59748385896.0,-59748385896.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,46.117.510.042,49.107.165.348,,,31.507.803.375,31.507.803.375,46117510042.0,49107165348.0,,,31507803375.0,31507803375.0
