row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.037.004.845.517,5.781.744.823.341,,,4037004845517.0,5781744823341.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,396.377.371.528,298.570.004.281,,3.0,396377371528.0,298570004281.0
111,111,111,1. Tiền,,389.366.988.447,285.059.749.565,,,389366988447.0,285059749565.0
112,112,112,2. Các khoản tương đương tiền,,7.010.383.081,13.510.254.716,,,7010383081.0,13510254716.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,29.502.150.000,47.002.150.000,,,29502150000.0,47002150000.0
121,121,121,1. Chứng khoán kinh doanh,,2.150.000,2.150.000,,,2150000.0,2150000.0
123,123,123,2. Đầu tư nằm giữ đến ngày đáo hạn,4,29.500.000.000,47.000.000.000,,4.0,29500000000.0,47000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,529.409.037.427,2.244.896.400.966,,,529409037427.0,2244896400966.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,645.428.818.244,1.163.149.165.515,,5.0,645428818244.0,1163149165515.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,409.160.658.029,414.040.411.817,,6.0,409160658029.0,414040411817.0
136,136,136,3. Phải thu ngắn hạn khác,7,94.397.608.521,96.725.841.006,,7.0,94397608521.0,96725841006.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(1.281.553.578.501),(90.994.548.506),,,-1281553578501.0,-90994548506.0
139,139,139,5. Tài sản thiếu chờ xử lý,8,661.975.531.134,661.975.531.134,,8.0,661975531134.0,661975531134.0
140,140,140,IV. Hàng tồn kho,10,2.820.079.912.429,3.076.035.803.987,,10.0,2820079912429.0,3076035803987.0
141,141,141,1. Hàng tồn kho,,2.886.079.045.321,3.076.035.803.987,,,2886079045321.0,3076035803987.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(65.999.132.892),,,,-65999132892.0,
150,150,150,V. Tài sản ngắn hạn khác,,261.636.374.133,115.240.464.107,,,261636374133.0,115240464107.0
151,151,151,1. Chỉ phí trả trước ngắn hạn,15,168.465.290.879,21.151.618.262,,15.0,168465290879.0,21151618262.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,87.374.309.757,85.941.902.786,,,87374309757.0,85941902786.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,5.796.773.497,8.081.843.059,,18.0,5796773497.0,8081843059.0
155,155,155,4. Tài sản ngắn hạn khác,,,65.100.000,,,,65100000.0
