row_label_raw,row_label_full,col_0,31/12/2018,numeric__31/12/2018
,,,VND,
Khách hàng khối Công ty mẹ,Khách hàng khối Công ty mẹ,Khách hàng khối Công ty mẹ,163.394.399.209,163394399209.0
Khách hàng tại các Công ty con,Khách hàng tại các Công ty con,Khách hàng tại các Công ty con,121.435.234.974,121435234974.0
,,,284.829.634.183,284829634183.0
