row_label_raw,row_label_full,Tại ngày 31/12/2018,Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2018,Trên 1 nămđến 5 nămVND > Tại ngày 31/12/2018,Trên 5 nămVND > Tại ngày 31/12/2018,CộngVND > Tại ngày 31/12/2018,numeric__Từ 1 nămtrở xuốngVND > Tại ngày 31/12/2018,numeric__Trên 1 nămđến 5 nămVND > Tại ngày 31/12/2018,numeric__Trên 5 nămVND > Tại ngày 31/12/2018,numeric__CộngVND > Tại ngày 31/12/2018
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,396.377.371.528,-,-,396.377.371.528,396377371528.0,,,396377371528.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",457.168.606.094,603.832.172.539,-,1.061.000.778.633,457168606094.0,603832172539.0,,1061000778633.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,29.500.000.000,80.000.000,-,29.580.000.000,29500000000.0,80000000.0,,29580000000.0
,,,883.045.977.622,603.912.172.539,-,1.486.958.150.161,883045977622.0,603912172539.0,,1486958150161.0
Tại ngày 09/10/2018,Tại ngày 09/10/2018,Tại ngày 09/10/2018,Tại ngày 09/10/2018,Tại ngày 09/10/2018,Tại ngày 09/10/2018,Tại ngày 09/10/2018,,,,
Tiền và các khoản tương đương tiền,Tại ngày 09/10/2018 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,298.570.004.281,-,-,298.570.004.281,298570004281.0,,,298570004281.0
"Phải thu khách hàng, phải thu khác","Tại ngày 09/10/2018 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.176.404.561.515,607.707.396.724,-,1.784.111.958.239,1176404561515.0,607707396724.0,,1784111958239.0
Các khoản cho vay,Tại ngày 09/10/2018 > Các khoản cho vay,Các khoản cho vay,47.000.000.000,-,-,47.000.000.000,47000000000.0,,,47000000000.0
,,,1.521.974.565.796,607.707.396.724,-,2.129.681.962.520,1521974565796.0,607707396724.0,,2129681962520.0
