row_label_raw,row_label_full,col_0,col_1,31/12/2018 > Giá trị,31/12/2018 > Dự phòng,09/10/2018 > Giá trị,09/10/2018 > Dự phòng,numeric__col_1,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Dự phòng,numeric__09/10/2018 > Giá trị,numeric__09/10/2018 > Dự phòng
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),Công ty Cổ phần Lương thực Hậu Giang,80.751.061.250,(71.251.061.250),80.751.061.250,(7.524.103.500),,80751061250.0,-71251061250.0,80751061250.0,-7524103500.0
a),a) > a),a),Công ty TNHH Xuất Nhập Khẩu Thương Mại Võ Thị Thu Hà,87.991.938.232,(84.620.041.732),87.991.938.232,-,,87991938232.0,-84620041732.0,87991938232.0,
a),a) > a),a),Công ty TNHH MTV Hòa Tân Lộc,78.629.955.300,(77.547.337.612),78.629.955.300,-,,78629955300.0,-77547337612.0,78629955300.0,
a),a) > a),a),Công ty TNHH Đầu tư Bình Lợi,12.709.500.000,(12.709.500.000),12.709.500.000,-,,12709500000.0,-12709500000.0,12709500000.0,
a),a) > a),a),Công ty Cổ phần Tập đoàn Thịnh Phát Kon Tum,77.481.437.313,(77.481.437.313),77.481.437.313,-,,77481437313.0,-77481437313.0,77481437313.0,
a),a) > a),a),Công ty TNHH Phương Huệ,5.957.565.050,(5.957.565.050),5.957.565.050,-,,5957565050.0,-5957565050.0,5957565050.0,
a),a) > a),a),Công ty CP Thương nghiệp Tổng hợp và CBLT Thốt Nốt,-,-,6.018.965.324,-,,,,6018965324.0,
a),a) > a),a),Công ty TNHH ĐTSX - TMDV Phan Minh,-,-,15.372.688.250,-,,,,15372688250.0,
a),a),a),Công ty Lương thực Đồng Tháp,-,-,-,-,,,,,
a),a) > a),a),Các khoản trả trước cho người bán khác,65.639.200.884,(7.353.283.739),49.127.301.098,-,,65639200884.0,-7353283739.0,49127301098.0,
,,,,409.160.658.029,(336.920.226.696),414.040.411.817,(7.524.103.500),,409160658029.0,-336920226696.0,414040411817.0,-7524103500.0
b),a) > b),b),Trả trước cho người bán là các bên liên quan,8.335.258,-,-,-,,8335258.0,,,
