row_label_raw,row_label_full,Tên đơn vị trực thuộc,Nguyên giá,Hao mòn lũy kế,Giá trị còn lại,numeric__Nguyên giá,numeric__Hao mòn lũy kế,numeric__Giá trị còn lại
,,,VND,VND,VND,,,
Văn phòng Tổng Công ty Lương thực Miền Nam,Văn phòng Tổng Công ty Lương thực Miền Nam,Văn phòng Tổng Công ty Lương thực Miền Nam,1.008.214.608,1.008.214.608,-,1008214608.0,1008214608.0,
Công ty Lương thực Sông Hậu,Công ty Lương thực Sông Hậu,Công ty Lương thực Sông Hậu,3.898.959.065,3.898.959.065,-,3898959065.0,3898959065.0,
Công ty Lương thực Thực phẩm An Giang,Công ty Lương thực Thực phẩm An Giang,Công ty Lương thực Thực phẩm An Giang,1.633.314.000,1.359.337.045,273.976.955,1633314000.0,1359337045.0,273976955.0
Công ty Lương thực Tiền Giang,Công ty Lương thực Tiền Giang,Công ty Lương thực Tiền Giang,4.713.571.060,3.837.854.496,875.716.564,4713571060.0,3837854496.0,875716564.0
,,,10.245.844.125,9.096.150.606,1.149.693.519,10245844125.0,9096150606.0,1149693519.0
