row_label_raw,row_label_full,"Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh","Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2018","Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2018_1","Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 09/10/2018","Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 09/10/2018_1","numeric__Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2018","numeric__Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 31/12/2018_1","numeric__Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 09/10/2018","numeric__Tổng Công ty Lương thực Miền Nam - Công ty cổ phầnSố 333 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh > 09/10/2018_1"
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,,,
- Phải thu về cổ phần hóa,b) Dải hạn > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,116.966.534,-,116.966.534,-,116966534.0,,116966534.0,
"- Ký cược, ký quỹ","b) Dải hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",510.100.000,-,282.100.000,-,510100000.0,,282100000.0,
- Công ty Lương thực Long An chỉ hộ Hội đồng hỗ trợ bởi thường huyện Vĩnh Hưng,b) Dải hạn > - Công ty Lương thực Long An chỉ hộ Hội đồng hỗ trợ bởi thường huyện Vĩnh Hưng,- Công ty Lương thực Long An chỉ hộ Hội đồng hỗ trợ bởi thường huyện Vĩnh Hưng,8.055.693.514,-,8.055.693.514,-,8055693514.0,,8055693514.0,
- Phải thu khác,b) Dải hạn > - Phải thu khác,- Phải thu khác,-,-,133.000.000,-,,,133000000.0,
,,,8.682.760.048,-,8.587.760.048,-,8682760048.0,,8587760048.0,
c) Phải thu khác là các bên liên quan(Yem thông tin chỉ tiết tại Thuyết minh 42),b) Dải hạn > c) Phải thu khác là các bên liên quan(Yem thông tin chỉ tiết tại Thuyết minh 42),c) Phải thu khác là các bên liên quan(Yem thông tin chỉ tiết tại Thuyết minh 42),-,-,9.744.920,-,,,9744920.0,
