row_label_raw,row_label_full,31/12/2018,31/12/2018_1,09/10/2018,09/10/2018_1,numeric__31/12/2018_1,numeric__09/10/2018,numeric__09/10/2018_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND,VND,VND,VND,VND,VND,,,
3.917.686.259,VND > 3.917.686.259,3.917.686.259,-,3.917.686.259,-,,3917686259.0,
800.000.000,VND > 800.000.000,800.000.000,(800.000.000),1.300.000.000,-,-800000000.0,1300000000.0,
1.629.041.396,VND > 1.629.041.396,1.629.041.396,(1.629.041.396),1.629.041.396,-,-1629041396.0,1629041396.0,
28.000.000.000,VND > 28.000.000.000,28.000.000.000,(28.000.000.000),28.000.000.000,-,-28000000000.0,28000000000.0,
9.017.732.212,VND > 9.017.732.212,9.017.732.212,(9.017.732.212),9.017.732.212,-,-9017732212.0,9017732212.0,
1.321.775.227,VND > 1.321.775.227,1.321.775.227,(1.321.775.227),1.321.775.227,-,-1321775227.0,1321775227.0,
2.041.037.047,VND > 2.041.037.047,2.041.037.047,-,2.041.037.047,-,,2041037047.0,
4.970.276.417,VND > 4.970.276.417,4.970.276.417,(132.870.000),6.892.633.402,-,-132870000.0,6892633402.0,
775.548.170,VND > 775.548.170,775.548.170,(5.600.000),525.046.440,-,-5600000.0,525046440.0,
602.138.356,VND > 602.138.356,602.138.356,-,777.371.232,-,,777371232.0,
2.189.114.872,VND > 2.189.114.872,2.189.114.872,(2.189.114.872),2.189.114.872,(2.189.114.872),-2189114872.0,2189114872.0,-2189114872.0
5.000.000.000,VND > 5.000.000.000,5.000.000.000,(5.000.000.000),5.000.000.000,(5.000.000.000),-5000000000.0,5000000000.0,-5000000000.0
6.711.828.339,6.711.828.339,6.711.828.339,-,-,-,,,
27.421.430.226,6.711.828.339 > 27.421.430.226,27.421.430.226,(6.327.879.365),34.114.402.919,-,-6327879365.0,34114402919.0,
94.397.608.521,6.711.828.339 > 94.397.608.521,94.397.608.521,(54.424.013.072),96.725.841.006,(7.189.114.872),-54424013072.0,96725841006.0,-7189114872.0
