row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2018 > VND,09/10/2018 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2018 > VND,numeric__09/10/2018 > VND
300,300,300,C. NỘ PHẢI TRẢ,,5.534.814.061.677,5.968.602.963.728,,,5534814061677.0,5968602963728.0
310,310,310,I. Nợ ngắn hạn,,4.240.325.168.846,4.745.196.918.867,,,4240325168846.0,4745196918867.0
311,311,311,1. Phải trả người bán ngắn hạn,16,360.873.768.410,234.552.225.765,,16.0,360873768410.0,234552225765.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,204.783.645.362,124.048.135.664,,17.0,204783645362.0,124048135664.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,17.569.514.894,18.781.363.903,,18.0,17569514894.0,18781363903.0
314,314,314,4. Phải trả người lao động,,48.796.329.585,68.846.388.914,,,48796329585.0,68846388914.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,19,71.669.011.529,102.435.963.845,,19.0,71669011529.0,102435963845.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,13.589.824.799,15.947.596.722,,22.0,13589824799.0,15947596722.0
319,319,319,7. Phải trả ngắn hạn khác,20,202.270.971.116,231.100.583.496,,20.0,202270971116.0,231100583496.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,21,3.296.995.734.890,3.918.953.898.685,,21.0,3296995734890.0,3918953898685.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,4.254.338.679,10.255.200.064,,,4254338679.0,10255200064.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,19.522.029.582,20.275.561.809,,,19522029582.0,20275561809.0
330,330,330,II. Nợ dài hạn,,1.294.488.892.831,1.223.406.044.861,,,1294488892831.0,1223406044861.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,22,8.087.295.818,6.587.295.818,,22.0,8087295818.0,6587295818.0
337,337,337,2. Phải trả dài hạn khác,20,1.165.452.236.816,1.170.557.239.001,,20.0,1165452236816.0,1170557239001.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,21,31.507.803.375,46.117.510.042,,21.0,31507803375.0,46117510042.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,35.b,89.441.556.822,144.000.000,,,89441556822.0,144000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.357.150.537.825,4.833.054.622.427,,,3357150537825.0,4833054622427.0
410,410,410,I. Vốn chủ sở hữu,23,3.357.150.537.825,4.833.054.622.427,,23.0,3357150537825.0,4833054622427.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,2.890.195.478,2.890.195.478,,,2890195478.0,2890195478.0
414,414,414,3. Vốn khác của chủ sở hữu,,452.222.999,452.222.999,,,452222999.0,452222999.0
416,416,416,4. Chênh lệch đánh giá lại tài sản,,(215.070.235.809),(215.070.235.809),,,-215070235809.0,-215070235809.0
417,417,417,5. Chênh lệch tỷ giá hối đoái,,-,(12.304.926.032),,,,-12304926032.0
418,418,418,6. Quỹ đầu tư phát triển,,85.866.483.306,85.866.483.306,,,85866483306.0,85866483306.0
420,420,420,7. Quỹ khác thuộc vốn chủ sở hữu,,248.545.027.781,248.545.027.781,,,248545027781.0,248545027781.0
421,421,421,8. Lợi nhuận sau thuế chưa phân phối,,(1.964.737.702.039),(479.639.698.266),,,-1964737702039.0,-479639698266.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối kỳ trước,,(479.639.698.266),(431.586.588.430),,,-479639698266.0,-431586588430.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,(1.485.098.003.773),(48.053.109.836),,,-1485098003773.0,-48053109836.0
429,429,429,9. Lợi ích cổ đông không kiểm soát,,199.204.546.109,202.315.552.970,,,199204546109.0,202315552970.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,8.891.964.599.502,10.801.657.586.155,,,8891964599502.0,10801657586155.0
