row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ ngày 09/10/2018 đến ngày 31/12/2018 VND,Từ ngày 01/01/2018 đến ngày 08/10/2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ ngày 09/10/2018 đến ngày 31/12/2018 VND,numeric__Từ ngày 01/01/2018 đến ngày 08/10/2018 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25,2.586.824.106.708,15.160.908.448.625,,25.0,2586824106708.0,15160908448625.0
02,02,02,2. Các khoản giảm trừ doanh thu,26,296.086.219,7.377.214.860,,26.0,296086219.0,7377214860.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.586.528.020.489,15.153.531.233.765,,,2586528020489.0,15153531233765.0
11,11,11,4. Giá vốn hàng bán,27,2.446.162.527.921,13.771.176.224.685,,27.0,2446162527921.0,13771176224685.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,140.365.492.568,1.382.355.009.080,,,140365492568.0,1382355009080.0
21,21,21,6. Doanh thu hoạt động tài chính,28,10.816.488.462,48.652.335.614,,28.0,10816488462.0,48652335614.0
22,22,22,7. Chi phí tài chính,29,156.171.114.919,230.905.627.018,,29.0,156171114919.0,230905627018.0
23,23,23,Trong đó: Chi phí lãi vay,,35.723.319.457,135.802.819.022,,,35723319457.0,135802819022.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,2.444.942.762,1.240.657.841,,,2444942762.0,1240657841.0
25,25,25,9. Chi phí bán hàng,30,106.230.007.511,865.234.935.093,,30.0,106230007511.0,865234935093.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,1.287.868.017.531,308.025.027.903,,31.0,1287868017531.0,308025027903.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,(1.396.642.216.169),28.082.412.521,,,-1396642216169.0,28082412521.0
31,31,31,12. Thu nhập khác,32,17.854.919.706,31.822.097.028,,32.0,17854919706.0,31822097028.0
32,32,32,13. Chi phí khác,33,14.562.784.489,29.536.811.866,,33.0,14562784489.0,29536811866.0
40,40,40,14. Lợi nhuận khác,,3.292.135.217,2.285.285.162,,,3292135217.0,2285285162.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,(1.393.350.080.952),30.367.697.683,,,-1393350080952.0,30367697683.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,34,7.748.163.605,16.932.639.633,,34.0,7748163605.0,16932639633.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,35.c,87.097.530.176,463.870.347,,,87097530176.0,463870347.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(1.488.195.774.733),12.971.187.703,,,-1488195774733.0,12971187703.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,(1.485.088.769.463),16.107.748.181,,,-1485088769463.0,16107748181.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,(3.107.005.270),(3.136.560.478),,,-3107005270.0,-3136560478.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,36,(2.970),,,36.0,-2970.0,
