row_label_raw,row_label_full,col_0,col_1,31/12/2018,09/10/2018,numeric__col_1,numeric__31/12/2018,numeric__09/10/2018
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Phải trả về cổ phần hoá,6.244.103.343,6.235.468.228,,6244103343.0,6235468228.0
,,,"- Nhận ký quỹ, ký cược ngắn hạn",10.205.842.000,9.965.449.968,,10205842000.0,9965449968.0
,,,"- Cổ tức, lợi nhuận phải trả",39.206.736,3.595.560,,39206736.0,3595560.0
,,,- Phải trả Bộ tài chính các khoản thu từ xử lý Nhà đất,1.545.178.094,1.545.178.094,,1545178094.0,1545178094.0
,,,- Công đoàn Tổng công ty,1.647.408.958,1.647.408.958,,1647408958.0,1647408958.0
,,,- Các quỹ Tổng Công ty,603.203.951,639.429.087,,603203951.0,639429087.0
,,,- Phải trả tiền hàng thừa và phí xuất khẩu,-,2.067.716.652,,,2067716652.0
,,,"- Phải trả lãi quá hạn, lãi chậm trả",3.848.896.506,3.851.699.871,,3848896506.0,3851699871.0
,,,"- Phải trả KPCĐ, BHXH, BHYT, BHTN",7.525.610.475,12.123.925.191,,7525610475.0,12123925191.0
,,,- Phải trả Bộ tài chính tiền cấp kinh phí xây dựng cơ bản,-,7.553.170.410,,,7553170410.0
,,,- Phải trả tiền bồi thường,-,7.265.623.302,,,7265623302.0
,,,"- Phải trả chiết khấu bán hàng, hỗ trợ vận chuyển",9.164.454.119,7.212.527.000,,9164454119.0,7212527000.0
,,,- Phải trả Bộ Tài chính tiền cấp kinh phí xây dựng cơ bản,7.553.170.410,-,,7553170410.0,
,,,- Phải trả tiền chuyển quyền sử dụng đất,39.584.880.000,39.584.880.000,,39584880000.0,39584880000.0
,,,- Phải trả khoản tạm giữ tại kho bạc Nhà nước,27.877.394.336,27.877.394.336,,27877394336.0,27877394336.0
,,,- Phải trả Nhà nước về khoản tiền lãi thu từ công ty con do chậm nộp tiền cổ phần hóa,22.079.961.265,22.079.961.265,,22079961265.0,22079961265.0
,,,- Phải trả lãi vay các ngân hàng,52.829.504.722,56.210.480.672,,52829504722.0,56210480672.0
,,,"- Các khoản phải trả, phải nộp khác",11.522.156.201,25.236.674.902,,11522156201.0,25236674902.0
,,,,202.270.971.116,231.100.583.496,,202270971116.0,231100583496.0
