row_label_raw,row_label_full,col_0,Từ ngày 09/10/2018đến ngày 31/12/2018,numeric__Từ ngày 09/10/2018đến ngày 31/12/2018
,,,VND,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,5.000.000.000.000,5000000000000.0
- Vốn góp đầu kỳ,- Vốn góp đầu kỳ,- Vốn góp đầu kỳ,5.000.000.000.000,5000000000000.0
- Vốn góp cuối kỳ,- Vốn góp cuối kỳ,- Vốn góp cuối kỳ,5.000.000.000.000,5000000000000.0
