row_label_raw,row_label_full,Tên công ty nhận đầu tư,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Tổng Công ty CP Đầu tư và Xuất nhập khẩu Foodinco,Tổng Công ty CP Đầu tư và Xuất nhập khẩu Foodinco,Tổng Công ty CP Đầu tư và Xuất nhập khẩu Foodinco,Thành phố Đà Nẵng,"12,27%","12,27%","Thương mại, Bất động sản, xây dựng",,0.12269999999999999,0.12269999999999999,
Công ty CP Lương thực và Bao bì Đồng Tháp,Công ty CP Lương thực và Bao bì Đồng Tháp,Công ty CP Lương thực và Bao bì Đồng Tháp,Tỉnh Đồng Tháp,"19,72%","19,72%","Kinh doanh lương thực, bao bì",,0.1972,0.1972,
Công ty CP Bột mì Bình An,Công ty CP Bột mì Bình An,Công ty CP Bột mì Bình An,TP Hồ Chí Minh,"19,92%","19,92%",Bột mì,,0.19920000000000002,0.19920000000000002,
Công ty CP Bao bì Bình Tây,Công ty CP Bao bì Bình Tây,Công ty CP Bao bì Bình Tây,TP Hồ Chí Minh,"15,36%","18,18%","Sản xuất, kinh doanh XNK bao bì",,0.1536,0.1818,
Công ty CP Đầu tư Phát Triển Nguyễn Kim,Công ty CP Đầu tư Phát Triển Nguyễn Kim,Công ty CP Đầu tư Phát Triển Nguyễn Kim,TP Hồ Chí Minh,"0,01%","0,02%",Kinh doanh thương mại,,0.0001,0.0002,
Công ty CP Đầu tư và Phát triển Địa ốc Hoàng Long,Công ty CP Đầu tư và Phát triển Địa ốc Hoàng Long,Công ty CP Đầu tư và Phát triển Địa ốc Hoàng Long,TP Hồ Chí Minh,"0,27%","0,52%",Kinh doanh bất động sản,,0.0027,0.0052,
Công ty TNHH Thương mại Dịch vụ Đồng Thịnh,Công ty TNHH Thương mại Dịch vụ Đồng Thịnh,Công ty TNHH Thương mại Dịch vụ Đồng Thịnh,TP Hồ Chí Minh,"8,97%","15,00%","Bán buôn thực phẩm, đồ gia dụng",,0.0897,0.15,
