row_label_raw,row_label_full,31/12/2018 > Giá trịVND,31/12/2018 > Số có khả năng trả nợVND,09/10/2018 > Giá trịVND,09/10/2018 > Số có khả năng trả nợVND,numeric__31/12/2018 > Số có khả năng trả nợVND,numeric__09/10/2018 > Giá trịVND,numeric__09/10/2018 > Số có khả năng trả nợVND
45.908.630.598,45.908.630.598,45.908.630.598,45.908.630.598,32.010.727.628,32.010.727.628,45908630598.0,32010727628.0,32010727628.0
18.313.860.226,18.313.860.226,18.313.860.226,18.313.860.226,-,-,18313860226.0,,
30.330.208.885,30.330.208.885,30.330.208.885,30.330.208.885,-,-,30330208885.0,,
46.429.868.000,46.429.868.000,46.429.868.000,46.429.868.000,56.366.475.000,56.366.475.000,46429868000.0,56366475000.0,56366475000.0
8.421.217.350,8.421.217.350,8.421.217.350,8.421.217.350,11.459.250.000,11.459.250.000,8421217350.0,11459250000.0,11459250000.0
3.815.244.400,3.815.244.400,3.815.244.400,3.815.244.400,4.437.312.550,4.437.312.550,3815244400.0,4437312550.0,4437312550.0
7.601.453.750,7.601.453.750,7.601.453.750,7.601.453.750,8.096.665.500,8.096.665.500,7601453750.0,8096665500.0,8096665500.0
14.527.175.409,14.527.175.409,14.527.175.409,14.527.175.409,10.178.390.896,10.178.390.896,14527175409.0,10178390896.0,10178390896.0
185.526.109.792,185.526.109.792,185.526.109.792,185.526.109.792,112.003.404.191,112.003.404.191,185526109792.0,112003404191.0,112003404191.0
360.873.768.410,360.873.768.410,360.873.768.410,360.873.768.410,234.552.225.765,234.552.225.765,360873768410.0,234552225765.0,234552225765.0
