row_label_raw,row_label_full,col_0,31/12/2018,09/10/2018,numeric__31/12/2018,numeric__09/10/2018
,,,VND,VND,,
Công ty CP Tập Đoàn INTIMEX,Công ty CP Tập Đoàn INTIMEX,Công ty CP Tập Đoàn INTIMEX,-,15.200.000.000,,15200000000.0
Công ty CP Lương thực Hậu Giang,Công ty CP Lương thực Hậu Giang,Công ty CP Lương thực Hậu Giang,9.500.000.000,9.500.000.000,9500000000.0,9500000000.0
Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,Công ty TNHH Xuất nhập khẩu Thương mại Võ Thị Thu Hà,3.803.625.000,3.803.625.000,3803625000.0,3803625000.0
FNJ Investment Limited,FNJ Investment Limited,FNJ Investment Limited,16.393.584.322,6.768.726.927,16393584322.0,6768726927.0
Công ty CP Tập đoàn Tân Long,Công ty CP Tập đoàn Tân Long,Công ty CP Tập đoàn Tân Long,2.895.000.000,3.860.000.000,2895000000.0,3860000000.0
Công ty CP Hoàng Minh Nhật,Công ty CP Hoàng Minh Nhật,Công ty CP Hoàng Minh Nhật,-,5.022.662.500,,5022662500.0
Công ty CP Lương thực Đà Nẵng,Công ty CP Lương thực Đà Nẵng,Công ty CP Lương thực Đà Nẵng,6.000.000.000,6.000.000.000,6000000000.0,6000000000.0
Mulia Tiasa Company Trading,Mulia Tiasa Company Trading,Mulia Tiasa Company Trading,8.097.194.647,6.759.065.625,8097194647.0,6759065625.0
Timor Food Unipessoal Lda,Timor Food Unipessoal Lda,Timor Food Unipessoal Lda,6.299.684.857,4.838.934.569,6299684857.0,4838934569.0
Các khoản người mua trả tiền trước khác,Các khoản người mua trả tiền trước khác,Các khoản người mua trả tiền trước khác,151.794.556.536,62.295.121.043,151794556536.0,62295121043.0
,,,204.783.645.362,124.048.135.664,204783645362.0,124048135664.0
