row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2021VND,2020VND,2021VND,2020VND,2021VND,2020VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,45.838.886.186.190,45.971.231.210.047,6.127.931.525.599,5.560.760.933.671,51.966.817.711.789,51.531.992.143.718,45838886186190.0,45971231210047.0,6127931525599.0,5560760933671.0,51966817711789.0,51531992143718.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(25.148.836.663.178),(23.946.273.967.685),(2.624.891.379.045),(2.174.045.313.069),(27.773.728.042.223),(26.120.319.280.754),-25148836663178.0,-23946273967685.0,-2624891379045.0,-2174045313069.0,-27773728042223.0,-26120319280754.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,20.690.049.523.012,22.024.957.242.362,3.503.040.146.554,3.386.715.620.602,24.193.089.669.566,25.411.672.862.964,20690049523012.0,22024957242362.0,3503040146554.0,3386715620602.0,24193089669566.0,25411672862964.0
