row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2021 VND > 1.022.888.873.744 > 464.705.252.766,2020 VND > (490.944.099.907) > 957.162.717.036,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2021 VND > 1.022.888.873.744 > 464.705.252.766,numeric__2020 VND > (490.944.099.907) > 957.162.717.036
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(2.266.025.422),(1.513.364.363),61.0,,-2266025422.0,-1513364363.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),70,V.1,1.485.328.101.088,464.705.252.766,70.0,,1485328101088.0,464705252766.0
