row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,29.091.665.553.974,23.931.776.664.071,100.0,,29091665553974.0,23931776664071.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,V.1,1.485.328.101.088,464.705.252.766,110.0,,1485328101088.0,464705252766.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,785.328.101.088,464.705.252.766,111.0,,785328101088.0,464705252766.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,700.000.000.000,-,112.0,,700000000000.0,
Các khoản đầu tư tài chính ngắn hạn,TÀI SẢN > Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,120,,17.150.000.000.000,15.100.000.000.000,120.0,,17150000000000.0,15100000000000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,V.4(a),17.150.000.000.000,15.100.000.000.000,123.0,,17150000000000.0,15100000000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,4.881.050.852.605,4.464.257.444.861,130.0,,4881050852605.0,4464257444861.0
Phải thu khách hàng,TÀI SẢN > Phải thu khách hàng,Phải thu khách hàng,131,V.2(a),3.910.791.447.986,3.784.522.654.190,131.0,,3910791447986.0,3784522654190.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,,503.991.322.153,380.200.228.905,132.0,,503991322153.0,380200228905.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,V.3(a),466.467.801.898,299.734.281.198,136.0,,466467801898.0,299734281198.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,V.2(b),(199.719.432),(199.719.432),137.0,,-199719432.0,-199719432.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,V.5,5.504.479.715.927,3.856.553.157.650,140.0,,5504479715927.0,3856553157650.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,V.5,5.505.903.495.015,3.876.800.971.692,141.0,,5505903495015.0,3876800971692.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,V.5,(1.423.779.088),(20.247.814.042),149.0,,-1423779088.0,-20247814042.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,70.806.884.354,46.260.808.794,150.0,,70806884354.0,46260808794.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,V.10(a),25.896.767.875,25.986.284.925,151.0,,25896767875.0,25986284925.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,43.892.609.311,20.274.523.869,152.0,,43892609311.0,20274523869.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,,1.017.507.168,-,153.0,,1017507168.0,
